clip,knn_dist,support_density,category,category_mass,duration_s
BMLmovi_Subject_41_F_MoSh_Subject_41_F_2_poses_120_jpos,0.7437,0.07542,locomotion,0.5266,8.18
BMLmovi_Subject_76_F_MoSh_Subject_76_F_10_poses_120_jpos,0.6429,0.05611,quiet,0.4474,8.88
CMU_132_132_47_poses_120_jpos,0.8805,0.02637,locomotion,0.5266,12.58
DFaust_67_50027_50027_hips_poses_60_jpos,1.0397,0.02397,quiet,0.4474,13.50
CMU_141_141_18_poses_60_jpos,0.6974,0.04345,quiet,0.4474,6.46
KIT_675_double_pour_and_mixing02_poses_100_jpos,0.7728,0.05022,locomotion,0.5266,17.60
KIT_1297_wipe15_poses_100_jpos,0.7646,0.01129,locomotion,0.5266,22.16
GRAB_s6_phone_call_1,0.5511,0.03980,locomotion,0.5266,15.18
KIT_200_Kniebeuge01_poses_100_jpos,1.1134,0.00129,quiet,0.4474,7.48
GRAB_s2_gamecontroller_play_1,0.5870,0.06000,locomotion,0.5266,8.60
GRAB_s10_spherelarge_pass_1,0.9781,0.01005,quiet,0.4474,4.96
KIT_6_LeftTurn07_1_poses_100_jpos,0.6168,0.03214,locomotion,0.5266,4.84
KIT_9_step_over_gap01_poses_100_jpos,0.6701,0.04261,locomotion,0.5266,5.84
KIT_4_RightTurn01_poses_100_jpos,0.5229,0.04139,locomotion,0.5266,5.24
KIT_359_go_over_beam03_poses_100_jpos,0.7073,0.01571,locomotion,0.5266,9.50
KIT_513_Push_Left_Hard01_poses_100_jpos,0.8938,0.02772,quiet,0.4474,9.06
KIT_421_push_recovery_stand_left02_poses_100_jpos,0.8946,0.02902,locomotion,0.5266,9.02
KIT_314_walking_medium03_poses_100_jpos,0.5010,0.03178,locomotion,0.5266,6.98
GRAB_s6_banana_peel_2,0.4922,0.05449,locomotion,0.5266,8.96
KIT_183_bend_left01_poses_100_jpos,0.8078,0.01541,locomotion,0.5266,5.86
CMU_141_141_21_poses_60_jpos,2.1848,0.00008,quiet,0.4474,4.52
GRAB_s10_headphones_pass_1,0.7537,0.03083,locomotion,0.5266,4.84
BMLhandball_S08_Novice_Trial_upper_left_056_poses_120_jpos,1.3386,0.00973,quiet,0.4474,13.36
KIT_513_evasion06_poses_100_jpos,1.0063,0.03490,quiet,0.4474,5.80
KIT_572_throw_left05_poses_100_jpos,1.0252,0.02231,quiet,0.4474,4.02
CMU_132_132_46_poses_120_jpos,0.7633,0.04178,locomotion,0.5266,10.20
GRAB_s3_train_pick_all,0.6102,0.04405,locomotion,0.5266,11.76
KIT_675_dry_right_arm_015_poses_100_jpos,0.9553,0.03947,quiet,0.4474,23.30
BMLmovi_Subject_36_F_MoSh_Subject_36_F_11_poses_120_jpos,1.1238,0.02839,quiet,0.4474,4.98
KIT_572_throw_left03_poses_100_jpos,0.9584,0.02276,quiet,0.4474,3.42
KIT_3_lean_over_table05_poses_100_jpos,0.6182,0.06520,locomotion,0.5266,11.02
KIT_9_WalkInClockwiseCircle07_poses_100_jpos,0.8482,0.01984,locomotion,0.5266,8.26
KIT_314_go_over_beam01_poses_100_jpos,0.7743,0.02000,locomotion,0.5266,10.86
KIT_359_go_over_beam02_poses_100_jpos,0.7316,0.01452,locomotion,0.5266,8.56
KIT_291_push_recovery_stand_right02_poses_100_jpos,1.3184,0.00404,locomotion,0.5266,4.54
Eyes_Japan_Dataset_hamada_pain-03-toothache-hamada_poses_120_jpos,0.6598,0.04657,locomotion,0.5266,29.76
KIT_12_WalkingStraightBackwards10_poses_100_jpos,0.8354,0.01674,locomotion,0.5266,6.82
KIT_1721_RecoveryStepping_80_0_02_poses_100_jpos,1.0170,0.01210,locomotion,0.5266,3.24
GRAB_s10_stamp_pass_1,0.8931,0.01737,locomotion,0.5266,5.94
KIT_675_walk_with_table_right01_poses_100_jpos,0.8943,0.01248,locomotion,0.5266,8.22
GRAB_s6_scissors_use_2,0.4757,0.04402,locomotion,0.5266,10.36
KIT_3_lean_over_table14_poses_100_jpos,0.9098,0.03526,locomotion,0.5266,9.78
KIT_3_inspect_shoe_sole07_poses_100_jpos,0.7937,0.03571,locomotion,0.5266,9.18
BMLmovi_Subject_69_F_MoSh_Subject_69_F_18_poses_120_jpos,0.7436,0.06224,quiet,0.4474,8.10
KIT_8_WalkingStraightBackwards08_poses_100_jpos,0.5384,0.03240,locomotion,0.5266,5.88
KIT_3_walking_medium02_poses_100_jpos,0.6555,0.04338,locomotion,0.5266,6.60
Eyes_Japan_Dataset_hamada_gesture_etc-33-watch_here-hamada_poses_120_jpos,0.7672,0.04957,locomotion,0.5266,29.76
GRAB_s7_mouse_use_1,0.8097,0.03282,locomotion,0.5266,9.14
KIT_424_bend_left05_poses_100_jpos,0.7436,0.03080,locomotion,0.5266,6.70
KIT_314_bend_left01_poses_100_jpos,0.8413,0.00661,locomotion,0.5266,3.76
GRAB_s6_eyeglasses_wear_1,0.4855,0.04284,locomotion,0.5266,10.30
GRAB_s2_pyramidlarge_inspect_1,0.7607,0.04406,locomotion,0.5266,8.02
KIT_12_WalkingStraightBackwards01_poses_100_jpos,0.9263,0.01125,locomotion,0.5266,6.00
KIT_674_dry_back01_poses_100_jpos,0.8147,0.03536,locomotion,0.5266,13.92
KIT_442_Bouncen01_poses_100_jpos,1.1623,0.02272,quiet,0.4474,5.76
Eyes_Japan_Dataset_kanno_pose-14-look_up-kanno_poses_120_jpos,0.6645,0.06434,quiet,0.4474,29.76
KIT_9_WalkInCounterClockwiseCircle08_poses_100_jpos,1.0485,0.00419,locomotion,0.5266,7.80
KIT_3_walking_medium06_poses_100_jpos,0.4438,0.03854,locomotion,0.5266,4.82
KIT_1297_wipe08_poses_100_jpos,0.7038,0.01529,locomotion,0.5266,16.72
GRAB_s1_binoculars_see_1,0.7456,0.05849,quiet,0.4474,15.70
Eyes_Japan_Dataset_shiono_throw_toss-19-pass_to_front_light-shiono_poses_120_jpos,1.4649,0.00794,quiet,0.4474,28.34
KIT_9_WalkInCounterClockwiseCircle09_poses_100_jpos,0.9412,0.00969,locomotion,0.5266,8.40
KIT_421_push_recovery_stand_front03_poses_100_jpos,1.1648,0.01215,locomotion,0.5266,5.00
KIT_9_WalkInClockwiseCircle04_poses_100_jpos,0.6359,0.04179,locomotion,0.5266,8.60
KIT_576_MarcusS_AdrianM09_poses_100_jpos,1.3831,0.00307,quiet,0.4474,74.98
KIT_513_evasion05_poses_100_jpos,2.6933,0.00002,quiet,0.4474,3.90
KIT_513_seesaw_up03_poses_100_jpos,0.7879,0.03103,locomotion,0.5266,9.04
KIT_551_sponge_big01_poses_100_jpos,0.9002,0.02045,locomotion,0.5266,8.56
KIT_9_bend_left09_poses_100_jpos,0.6707,0.01899,locomotion,0.5266,5.00
KIT_3_bend_right05_poses_100_jpos,0.4899,0.03114,locomotion,0.5266,5.14
KIT_424_bend_left08_poses_100_jpos,0.6129,0.03255,locomotion,0.5266,5.32
KIT_3_kneel_down_with_left_hand04_poses_100_jpos,1.6802,0.00036,ground,0.0067,9.06
KIT_9_bend_right08_poses_100_jpos,0.5414,0.02930,locomotion,0.5266,5.00
BMLmovi_Subject_57_F_MoSh_Subject_57_F_14_poses_120_jpos,0.7947,0.06183,quiet,0.4474,11.54
KIT_424_seesaw04_poses_100_jpos,0.8585,0.01875,locomotion,0.5266,8.18
KIT_421_push_recovery_back07_poses_100_jpos,0.8904,0.00912,locomotion,0.5266,5.00
KIT_11_WalkingStraightForwards02_poses_100_jpos,0.7609,0.01511,locomotion,0.5266,5.42
KIT_10_RightTurn05_poses_100_jpos,0.6122,0.02083,locomotion,0.5266,6.28
Eyes_Japan_Dataset_aita_gesture_etc-48-medium_drum-aita_poses_120_jpos,0.7191,0.05182,quiet,0.4474,30.00
KIT_421_push_recovery_stand_right08_poses_100_jpos,1.0885,0.00714,locomotion,0.5266,6.00
Eyes_Japan_Dataset_kaiwa_walk-24-listless-kaiwa_poses_120_jpos,0.5454,0.06320,locomotion,0.5266,29.60
KIT_3_stomp_right02_poses_100_jpos,1.1048,0.02216,quiet,0.4474,5.16
KIT_10_WalkingStraightBackwards07_poses_100_jpos,0.6989,0.01710,locomotion,0.5266,5.04
CMU_28_28_16_poses_120_jpos,1.3983,0.00630,quiet,0.4474,46.68
CMU_27_27_11_poses_120_jpos,1.3907,0.01045,quiet,0.4474,16.14
KIT_6_WalkInCounterClockwiseCircle01_1_poses_100_jpos,1.3812,0.00411,locomotion,0.5266,8.20
KIT_291_push_recovery_back05_poses_100_jpos,1.1171,0.00517,locomotion,0.5266,7.50
BMLmovi_Subject_29_F_MoSh_Subject_29_F_21_poses_120_jpos,1.7293,0.00111,quiet,0.4474,5.44
Eyes_Japan_Dataset_hamada_gesture_etc-48-medium_drum-hamada_poses_120_jpos,0.7529,0.04416,locomotion,0.5266,29.76
GRAB_s8_doorknob_use_2,0.8946,0.02813,locomotion,0.5266,10.06
ACCAD_Female1General_c3d_A5_-_pick_up_box_poses_120_jpos,2.0326,0.00013,quiet,0.4474,6.28
KIT_3_lean_on_table01_poses_100_jpos,0.9592,0.03450,locomotion,0.5266,7.06
GRAB_s6_duck_pass_1,0.5519,0.03598,locomotion,0.5266,6.48
KIT_7_WalkInCounterClockwiseCircle04_poses_100_jpos,0.9271,0.00963,locomotion,0.5266,7.22
KIT_572_dance_waltz_01_poses_100_jpos,0.6705,0.03936,locomotion,0.5266,9.24
CMU_133_133_25_poses_120_jpos,1.5594,0.00192,quiet,0.4474,3.42
KIT_674_shower_right_arm02_poses_100_jpos,0.8449,0.03303,locomotion,0.5266,10.18
Eyes_Japan_Dataset_kawaguchi_gesture_etc-42-hung_over-kawaguchi_poses_120_jpos,0.6163,0.05559,quiet,0.4474,17.94
GRAB_s5_camera_takepicture_3,0.5676,0.06187,locomotion,0.5266,7.76
KIT_513_seesaw_up10_poses_100_jpos,0.6980,0.03655,locomotion,0.5266,9.16
CMU_22_23_justin_22_06_poses_120_jpos,1.4232,0.00751,locomotion,0.5266,4.20
GRAB_s5_toothpaste_pass_1,0.8591,0.01095,locomotion,0.5266,4.80
CMU_29_29_24_poses_120_jpos,0.9545,0.03183,quiet,0.4474,35.44
GRAB_s1_scissors_pass_1,0.9328,0.02092,quiet,0.4474,8.62
GRAB_s7_banana_peel_2,0.5977,0.07035,locomotion,0.5266,10.30
KIT_348_turn_left06_poses_100_jpos,0.7136,0.01130,locomotion,0.5266,6.34
KIT_317_walking_fast09_poses_100_jpos,1.1838,0.00192,dynamic,0.0193,5.00
KIT_291_push_recovery_back07_poses_100_jpos,0.9536,0.00714,dynamic,0.0193,5.64
GRAB_s3_toruslarge_inspect_1,0.7370,0.04398,locomotion,0.5266,8.92
KIT_348_bend_right04_poses_100_jpos,0.8614,0.00527,locomotion,0.5266,5.04
GRAB_s1_mouse_offhand_1,0.7719,0.05792,locomotion,0.5266,7.24
KIT_675_dry_left_arm_14_poses_100_jpos,0.9237,0.02620,locomotion,0.5266,21.80
KIT_167_bend_right09_poses_100_jpos,0.6381,0.03550,locomotion,0.5266,5.78
KIT_551_cutting_banana02_poses_100_jpos,0.7949,0.01217,locomotion,0.5266,11.14
CMU_115_115_06_poses_60_jpos,1.9470,0.00030,quiet,0.4474,5.94
KIT_348_turn_left05_poses_100_jpos,0.6728,0.01467,locomotion,0.5266,6.18
BMLmovi_Subject_74_F_MoSh_Subject_74_F_5_poses_120_jpos,1.5045,0.00071,quiet,0.4474,5.98
GRAB_s5_cubelarge_inspect_1,0.6077,0.03748,locomotion,0.5266,8.66
CMU_22_23_justin_22_22_poses_120_jpos,1.5681,0.00070,locomotion,0.5266,1.50
HUMAN4D_Subject2_Aude_RGB_Talking_S2_01_poses_120_jpos,1.6683,0.00175,quiet,0.4474,20.20
KIT_674_shower_right_arm03_poses_100_jpos,0.9367,0.02222,locomotion,0.5266,7.98
Eyes_Japan_Dataset_hamada_throw_toss-14-pass_to_right_heavy-hamada_poses_120_jpos,1.0427,0.02639,locomotion,0.5266,30.00
GRAB_s3_torusmedium_inspect_1,0.6586,0.04009,locomotion,0.5266,9.12
BMLmovi_Subject_6_F_MoSh_Subject_6_F_2_poses_120_jpos,3.0115,0.00000,quiet,0.4474,2.38
KIT_348_bend_left08_poses_100_jpos,0.8870,0.00779,locomotion,0.5266,5.12
Eyes_Japan_Dataset_aita_greeting-10-card_exchange-aita_poses_120_jpos,1.3158,0.00718,quiet,0.4474,30.00
KIT_3_step_over_gap02_poses_100_jpos,0.8049,0.04944,locomotion,0.5266,5.60
KIT_675_walk_with_table_left10_poses_100_jpos,0.7796,0.01454,locomotion,0.5266,7.36
KIT_3_jump_up04_poses_100_jpos,2.4643,0.00002,quiet,0.4474,5.82
GRAB_s10_cylindermedium_inspect_1,0.9271,0.02720,quiet,0.4474,6.40
CMU_55_55_10_poses_120_jpos,2.9793,0.00000,quiet,0.4474,11.36
GRAB_s1_cubelarge_pass_1,0.7055,0.04795,locomotion,0.5266,6.76
KIT_291_push_recovery_stand_left01_poses_100_jpos,0.9952,0.00736,locomotion,0.5266,4.98
KIT_317_bend_left01_poses_100_jpos,0.8729,0.00333,locomotion,0.5266,3.28
KIT_3_kneel_down_with_stool_left_hand08_poses_100_jpos,1.2986,0.00105,ground,0.0067,4.96
KIT_6_WalkInClockwiseCircle07_1_poses_100_jpos,0.7416,0.01774,locomotion,0.5266,7.18
KIT_12_WalkingStraightBackwards02_poses_100_jpos,0.9248,0.01804,locomotion,0.5266,5.78
KIT_675_wash_left_arm_04_poses_100_jpos,0.9375,0.01648,locomotion,0.5266,80.06
KIT_675_dry_left_arm_15_poses_100_jpos,0.8573,0.03026,locomotion,0.5266,25.38
KIT_378_push_recovery_stand_left01_poses_100_jpos,1.6538,0.00198,locomotion,0.5266,3.72
KIT_317_walking_medium07_poses_100_jpos,0.9066,0.00795,locomotion,0.5266,3.64
CMU_122_122_09_poses_120_jpos,1.3517,0.00762,quiet,0.4474,3.76
CMU_29_29_15_poses_120_jpos,1.2936,0.01410,quiet,0.4474,36.90
CMU_32_32_01_poses_120_jpos,1.0062,0.00339,locomotion,0.5266,4.02
KIT_3_seesaw01_poses_100_jpos,0.7830,0.03469,locomotion,0.5266,5.74
KIT_421_push_recovery_back03_poses_100_jpos,0.8964,0.00574,locomotion,0.5266,5.50
KIT_317_go_over_beam08_poses_100_jpos,0.8328,0.02352,locomotion,0.5266,6.18
GRAB_s6_hammer_use_1,0.6214,0.02947,locomotion,0.5266,8.40
KIT_674_dry_front08_poses_100_jpos,1.0423,0.01755,locomotion,0.5266,10.46
KIT_3_walking_fast02_poses_100_jpos,0.8213,0.01372,locomotion,0.5266,5.22
KIT_513_seesaw_up08_poses_100_jpos,0.8185,0.02833,locomotion,0.5266,10.24
KIT_317_go_over_beam06_poses_100_jpos,0.9631,0.01412,locomotion,0.5266,5.84
GRAB_s7_apple_pick_all,0.8717,0.02987,locomotion,0.5266,16.00
BMLhandball_S08_Novice_Trial_upper_right_086_poses_120_jpos,1.7110,0.00079,quiet,0.4474,13.58
KIT_513_seesaw_down09_poses_100_jpos,0.9403,0.02943,locomotion,0.5266,6.26
KIT_11_WalkingStraightForwards05_poses_100_jpos,0.7462,0.01106,locomotion,0.5266,4.88
GRAB_s3_pyramidmedium_inspect_1,0.7158,0.03994,locomotion,0.5266,8.18
HumanEva_S1_Box_1_poses_120_jpos,1.4637,0.00325,quiet,0.4474,22.86
CMU_122_122_44_poses_120_jpos,0.9783,0.02863,locomotion,0.5266,5.50
Eyes_Japan_Dataset_kudo_greeting-03-election-kudo_poses_250_jpos,0.6451,0.06695,locomotion,0.5266,33.00
BMLhandball_S02_Novice_Trial_upper_left_012_poses_120_jpos,1.8227,0.00043,quiet,0.4474,6.76
KIT_3_kneel_down_with_stool_right_hand04_poses_100_jpos,1.1966,0.00124,ground,0.0067,6.50
CMU_29_29_13_poses_120_jpos,1.3739,0.00374,quiet,0.4474,122.22
KIT_314_walking_fast05_poses_100_jpos,1.2292,0.00214,dynamic,0.0193,5.00
KIT_359_walking_slow06_poses_100_jpos,1.3308,0.00343,locomotion,0.5266,5.34
KIT_3_stomp_right04_poses_100_jpos,0.9846,0.02640,quiet,0.4474,4.58
KIT_12_WalkInCounterClockwiseCircle05_poses_100_jpos,0.8757,0.00541,locomotion,0.5266,7.56
GRAB_s4_doorknob_pick_all,0.7319,0.04731,locomotion,0.5266,17.76
KIT_167_bend_right01_poses_100_jpos,0.5508,0.02403,locomotion,0.5266,5.52
GRAB_s9_spheresmall_pass_1,1.9302,0.00032,locomotion,0.5266,6.34
KIT_167_walking_slow04_poses_100_jpos,0.7083,0.01507,locomotion,0.5266,6.50
KIT_513_turn_left03_poses_100_jpos,0.7552,0.00675,locomotion,0.5266,6.34
KIT_167_bend_right04_poses_100_jpos,0.5917,0.02397,locomotion,0.5266,5.16
KIT_11_WalkInCounterClockwiseCircle02_poses_100_jpos,0.8558,0.00843,locomotion,0.5266,7.64
KIT_317_step_over_gap05_poses_100_jpos,0.8767,0.00808,locomotion,0.5266,4.64
BMLmovi_Subject_18_F_MoSh_Subject_18_F_1_poses_120_jpos,1.7404,0.00153,quiet,0.4474,5.54
BMLmovi_Subject_72_F_MoSh_Subject_72_F_15_poses_120_jpos,1.1839,0.01268,quiet,0.4474,4.08
KIT_3_kneel_down_with_both_hands08_poses_100_jpos,1.2626,0.00110,ground,0.0067,5.76
GRAB_s3_bowl_drink_1,0.5137,0.03404,locomotion,0.5266,7.24
CMU_35_35_14_poses_120_jpos,1.0362,0.00086,locomotion,0.5266,3.42
KIT_4_WalkInCounterClockwiseCircle03_poses_100_jpos,0.7658,0.01705,locomotion,0.5266,7.84
GRAB_s3_cylindersmall_pass_1,0.8607,0.02808,locomotion,0.5266,7.06
KIT_441_synchron04_poses_100_jpos,3.4269,0.00000,locomotion,0.5266,11.38
GRAB_s6_cup_pass_1,0.4984,0.02819,locomotion,0.5266,6.76
GRAB_s10_cylindersmall_pass_1,1.0039,0.00938,locomotion,0.5266,5.60
KIT_6_WalkInClockwiseCircle10_poses_100_jpos,0.7600,0.01690,locomotion,0.5266,7.24
CMU_62_62_05_poses_60_jpos,1.4696,0.00316,locomotion,0.5266,19.30
KIT_425_bend_right06_poses_100_jpos,0.6996,0.01585,locomotion,0.5266,7.18
HUMAN4D_Subject4_Carine_RGB_Bending_S4_01_poses_120_jpos,1.6787,0.00234,quiet,0.4474,23.56
GRAB_s5_binoculars_see_1,0.6005,0.04595,locomotion,0.5266,10.04
KIT_167_walking_slow02_poses_100_jpos,0.9213,0.02194,locomotion,0.5266,7.54
Eyes_Japan_Dataset_shiono_gesture_etc-10-snip_nail-shiono_poses_120_jpos,2.0627,0.00011,quiet,0.4474,30.00
CMU_107_107_01_poses_60_jpos,0.9823,0.01394,locomotion,0.5266,8.84
KIT_3_tennis_forehand_left05_poses_100_jpos,1.2928,0.01245,quiet,0.4474,5.94
KIT_378_push_recovery_stand_right08_poses_100_jpos,1.7423,0.00072,locomotion,0.5266,4.52
KIT_9_walking_run01_poses_100_jpos,1.4478,0.00072,dynamic,0.0193,4.82
KIT_8_RightTurn06_poses_100_jpos,0.7945,0.01002,locomotion,0.5266,5.12
CMU_35_35_06_poses_120_jpos,1.0129,0.00086,locomotion,0.5266,3.66
KIT_291_cal03_poses_100_jpos,1.5565,0.00111,locomotion,0.5266,4.24
KIT_183_step_over_gap05_poses_100_jpos,0.8950,0.01346,locomotion,0.5266,5.18
KIT_317_bend_right03_poses_100_jpos,0.8415,0.00409,locomotion,0.5266,3.74
KIT_572_dance_chacha06_poses_100_jpos,0.8839,0.02693,locomotion,0.5266,11.60
KIT_3_kick_high_right03_poses_100_jpos,1.7866,0.00145,quiet,0.4474,4.54
KIT_7_WalkInClockwiseCircle06_poses_100_jpos,1.0625,0.01333,locomotion,0.5266,7.32
KIT_513_turn_left08_poses_100_jpos,0.7769,0.00885,locomotion,0.5266,5.72
BMLhandball_S06_Novice_Trial_upper_left_right_123_poses_120_jpos,1.5616,0.00224,quiet,0.4474,10.86
CMU_35_35_32_poses_120_jpos,1.0000,0.00079,locomotion,0.5266,3.26
CMU_64_64_28_poses_120_jpos,1.2497,0.00885,quiet,0.4474,4.30
CMU_132_132_10_poses_120_jpos,1.2095,0.01483,locomotion,0.5266,13.54
KIT_421_push_recovery_back06_poses_100_jpos,1.0486,0.00586,locomotion,0.5266,4.74
BMLmovi_Subject_85_F_MoSh_Subject_85_F_4_poses_120_jpos,0.9888,0.01580,quiet,0.4474,6.94
GRAB_s10_spheremedium_pick_all,1.2222,0.00865,quiet,0.4474,6.74
KIT_3_throw_right03_poses_100_jpos,1.3114,0.00536,locomotion,0.5266,5.44
ACCAD_MartialArtsWalksTurns_c3d_E16_-_block_right_middle_poses_120_jpos,1.8356,0.00069,quiet,0.4474,2.50
CMU_114_114_04_poses_120_jpos,2.0443,0.00028,locomotion,0.5266,7.46
CMU_136_136_27_poses_120_jpos,1.5613,0.00158,locomotion,0.5266,9.06
KIT_513_kick09_poses_100_jpos,1.2008,0.00667,locomotion,0.5266,7.66
GRAB_s3_piggybank_use_1,0.6323,0.02059,locomotion,0.5266,6.86
KIT_3_walk_with_left_support02_poses_100_jpos,0.9295,0.00591,locomotion,0.5266,7.54
KIT_6_WalkInClockwiseCircle03_1_poses_100_jpos,0.7218,0.01403,locomotion,0.5266,7.14
KIT_10_WalkInClockwiseCircle09_poses_100_jpos,0.8924,0.00321,locomotion,0.5266,6.60
Eyes_Japan_Dataset_takiguchi_throw_toss-13-pass_to_right_light-takiguchi_poses_120_jpos,1.4101,0.00457,quiet,0.4474,23.98
KIT_513_turn_left01_poses_100_jpos,0.7001,0.00836,locomotion,0.5266,7.08
KIT_359_walking_slow04_poses_100_jpos,1.4558,0.00264,locomotion,0.5266,6.26
KIT_675_walk_with_handrail_right07_poses_100_jpos,1.0019,0.00770,locomotion,0.5266,3.82
KIT_3_walking_medium01_poses_100_jpos,0.6349,0.01753,locomotion,0.5266,3.18
GRAB_s6_mug_toast_1,0.8116,0.03891,locomotion,0.5266,7.44
KIT_183_step_over_gap09_poses_100_jpos,0.9667,0.01129,locomotion,0.5266,5.26
KIT_572_dance_waltz06_poses_100_jpos,0.8951,0.02198,locomotion,0.5266,10.72
BMLhandball_S08_Novice_Trial_upper_right_left_090_poses_120_jpos,1.7959,0.00062,quiet,0.4474,13.28
KIT_425_walking_slow05_poses_100_jpos,0.8690,0.01713,locomotion,0.5266,5.68
GRAB_s3_eyeglasses_offhand_1,0.6978,0.04692,locomotion,0.5266,9.88
KIT_425_bend_left03_poses_100_jpos,0.9485,0.00329,locomotion,0.5266,4.46
BMLhandball_S05_Novice_Trial_upper_left_061_poses_120_jpos,1.7682,0.00043,quiet,0.4474,5.30
CMU_35_35_07_poses_120_jpos,0.8873,0.00101,locomotion,0.5266,3.00
KIT_12_WalkInCounterClockwiseCircle08_poses_100_jpos,0.8566,0.00453,locomotion,0.5266,7.26
CMU_62_62_19_poses_60_jpos,0.8845,0.01907,locomotion,0.5266,10.98
Eyes_Japan_Dataset_hamada_gesture_etc-41-mosh-hamada_poses_120_jpos,0.9222,0.02122,locomotion,0.5266,29.76
KIT_421_push_recovery_stand_front06_poses_100_jpos,1.1318,0.00693,locomotion,0.5266,3.50
KIT_3_walk_with_left_support_table01_poses_100_jpos,1.1380,0.00420,locomotion,0.5266,7.12
CMU_80_80_47_poses_60_jpos,1.4660,0.00422,quiet,0.4474,16.72
KIT_379_push_recovery_stand_back06_poses_100_jpos,1.4044,0.00078,dynamic,0.0193,2.76
CMU_105_105_21_poses_120_jpos,1.2303,0.01156,locomotion,0.5266,32.26
Eyes_Japan_Dataset_aita_gesture_etc-20-swing_chair-aita_poses_120_jpos,1.6246,0.00089,quiet,0.4474,30.00
CMU_35_35_33_poses_120_jpos,1.0905,0.00073,locomotion,0.5266,3.50
KIT_317_bend_right08_poses_100_jpos,0.8668,0.00548,locomotion,0.5266,3.58
KIT_359_walking_medium10_poses_100_jpos,1.5368,0.00083,locomotion,0.5266,5.16
CMU_122_122_48_poses_120_jpos,1.8892,0.00013,locomotion,0.5266,3.70
KIT_167_step_over_gap11_poses_100_jpos,1.0318,0.02010,locomotion,0.5266,5.52
KIT_675_walk_with_handrail_right01_poses_100_jpos,1.0952,0.00660,locomotion,0.5266,4.00
KIT_425_bend_right04_poses_100_jpos,0.9204,0.00780,locomotion,0.5266,4.76
KIT_9_turn_left07_poses_100_jpos,1.0054,0.01580,locomotion,0.5266,5.34
GRAB_s7_spheremedium_inspect_1,1.1079,0.01038,locomotion,0.5266,6.46
Eyes_Japan_Dataset_takiguchi_turn-01-call-takiguchi_poses_120_jpos,1.1770,0.01950,locomotion,0.5266,25.00
CMU_143_143_10_poses_60_jpos,1.1909,0.00661,locomotion,0.5266,9.58
KIT_425_bend_left10_poses_100_jpos,0.9021,0.00543,locomotion,0.5266,5.08
KIT_424_step_stones03_poses_100_jpos,1.0130,0.01341,locomotion,0.5266,11.84
KIT_12_RightTurn02_poses_100_jpos,0.8930,0.01348,locomotion,0.5266,9.24
KIT_3_jump_left05_poses_100_jpos,2.3886,0.00004,locomotion,0.5266,4.36
KIT_12_RightTurn05_poses_100_jpos,0.8660,0.00252,locomotion,0.5266,3.54
DFaust_67_50004_50004_knees_poses_60_jpos,1.3693,0.00450,quiet,0.4474,12.18
KIT_572_dance_chacha15_poses_100_jpos,0.9532,0.01638,locomotion,0.5266,16.68
BMLmovi_Subject_34_F_MoSh_Subject_34_F_20_poses_120_jpos,1.1591,0.01057,quiet,0.4474,5.68
KIT_3_parkour05_poses_100_jpos,0.8125,0.01689,locomotion,0.5266,14.44
KIT_359_walking_fast01_poses_100_jpos,1.8819,0.00043,dynamic,0.0193,3.76
CMU_122_122_34_poses_120_jpos,1.5048,0.00130,locomotion,0.5266,8.06
GRAB_s2_camera_pass_1,1.7819,0.00145,locomotion,0.5266,7.26
KIT_424_step_over_gap05_poses_100_jpos,0.8141,0.01244,locomotion,0.5266,5.20
GRAB_s3_toothbrush_brush_1,0.9386,0.02826,locomotion,0.5266,6.46
KIT_4_WalkInClockwiseCircle07_poses_100_jpos,0.8103,0.01138,locomotion,0.5266,8.06
KIT_291_push_recovery_right03_poses_100_jpos,1.0373,0.01210,locomotion,0.5266,5.66
KIT_675_walk_with_handrail_table_right009_poses_100_jpos,0.9759,0.00763,locomotion,0.5266,5.70
Eyes_Japan_Dataset_takiguchi_throw_toss-16-pass_to_left_heavy-takiguchi_poses_120_jpos,1.4898,0.00360,quiet,0.4474,24.88
KIT_167_parkour04_poses_100_jpos,0.9553,0.00646,locomotion,0.5266,9.10
KIT_3_tennis_smash_right05_poses_100_jpos,1.7048,0.00088,locomotion,0.5266,5.90
KIT_3_golf_drive01_poses_100_jpos,1.8363,0.00031,locomotion,0.5266,6.30
BMLmovi_Subject_41_F_MoSh_Subject_41_F_17_poses_120_jpos,1.0725,0.01043,quiet,0.4474,2.58
Eyes_Japan_Dataset_kanno_greeting-03-election-kanno_poses_120_jpos,1.2722,0.00804,quiet,0.4474,33.74
KIT_183_parkour02_poses_100_jpos,1.0157,0.01321,locomotion,0.5266,13.28
BMLhandball_S09_Novice_Trial_upper_right_left_234_poses_120_jpos,1.4709,0.00107,quiet,0.4474,9.84
DFaust_67_50020_50020_knees_poses_60_jpos,1.3843,0.00591,quiet,0.4474,8.58
GRAB_s7_pyramidlarge_inspect_1,1.3015,0.00841,locomotion,0.5266,8.08
CMU_120_120_21_poses_120_jpos,1.5213,0.00263,locomotion,0.5266,25.94
Eyes_Japan_Dataset_kanno_accident-13-damage_back-kanno_poses_120_jpos,1.0732,0.01696,locomotion,0.5266,29.76
KIT_314_walking_run04_poses_100_jpos,0.8535,0.00135,dynamic,0.0193,3.84
CMU_40_40_11_poses_120_jpos,1.1405,0.01234,locomotion,0.5266,50.16
