name,frames,duration_s,fps,com_speed_mean,com_speed_p95,com_height_range,com_height_std,angmom_mean,angmom_peak,joint_vel_p95,joint_vel_max,jerk_p95,flight_phase_frac,nonfoot_contact_frac,nonfoot_ground_frac,double_support_frac,foot_clearance_p1,foot_clearance_p50,foot_penetration_max,body_penetration_max,contact_switch_rate,support_margin_mean,support_margin_min,required_mu_p50,required_mu_p95,vert_force_bw_p95,vert_force_bw_max,cop_margin_mean,cop_margin_min
BMLmovi_Subject_72_F_MoSh_Subject_72_F_16_poses_120_jpos,424,8.48,50.0,0.5693,1.1137,0.1473,0.031,0.9385,2.5356,1.8905,6.3261,1454.7,0.9033,0.0,0.0,0.0,0.0,0.04352,0.00694,0.00694,1.8868,-0.4737,-0.5,0.1371,0.3971,1.4863,1.7356,-0.355,-0.4556
BMLmovi_Subject_72_F_MoSh_Subject_72_F_17_poses_120_jpos,172,3.44,50.0,0.0272,0.057,0.0183,0.006,0.196,0.4354,1.5169,5.526,1189.69,0.0,0.0,0.0,0.8953,0.0,0.00543,6e-05,6e-05,0.8721,-0.0449,-0.123,0.0325,0.0892,1.0548,1.1112,-0.0592,-0.219
BMLmovi_Subject_72_F_MoSh_Subject_72_F_18_poses_120_jpos,250,5.0,50.0,0.1217,0.2811,0.0925,0.0134,1.268,5.9218,2.3242,20.3585,1211.35,0.616,0.0,0.0,0.1,0.0,0.0238,2e-05,2e-05,2.6,-0.35,-0.5,0.0855,0.2791,1.244,1.559,-0.1021,-0.2646
BMLmovi_Subject_72_F_MoSh_Subject_72_F_19_poses_120_jpos,150,3.0,50.0,0.0152,0.0426,0.0152,0.006,0.1214,0.4463,1.4952,6.3809,691.28,0.0,0.0,0.0,1.0,-0.0,0.00531,0.00012,0.00012,0.0,-0.0403,-0.0506,0.0126,0.0604,1.0338,1.0972,-0.0547,-0.138
BMLmovi_Subject_72_F_MoSh_Subject_72_F_1_poses_120_jpos,470,9.4,50.0,0.089,0.3189,0.0332,0.0099,0.5131,1.6853,0.7737,4.6531,583.13,0.5489,0.0,0.0,0.1638,0.0,0.02423,0.00083,0.00083,1.0638,-0.3145,-0.5,0.0323,0.1049,1.0407,1.0856,-0.095,-0.1857
BMLmovi_Subject_72_F_MoSh_Subject_72_F_20_poses_120_jpos,450,9.0,50.0,0.5242,0.9854,0.0359,0.0083,0.9617,2.5904,1.6184,7.7578,1242.78,0.7889,0.0,0.0,0.08,-0.0,0.03181,0.00753,0.00753,1.2222,-0.4156,-0.5,0.091,0.2109,1.19,1.3716,-0.1034,-0.3195
BMLmovi_Subject_72_F_MoSh_Subject_72_F_21_poses_120_jpos,609,12.18,50.0,0.2696,0.4961,0.3325,0.1264,1.1759,3.544,1.7185,7.6117,1369.99,0.6502,0.0099,0.1034,0.1002,-0.0,0.03391,0.00498,0.02572,1.7241,-0.4067,-0.5,0.0775,0.1795,1.2051,1.4087,-0.252,-0.5412
BMLmovi_Subject_72_F_MoSh_Subject_72_F_2_poses_120_jpos,239,4.78,50.0,0.2234,0.4351,0.1892,0.0417,2.5584,7.7484,1.8764,10.8406,1372.8,0.5941,0.0,0.0,0.3347,-0.0,0.03361,0.00027,0.00027,0.8368,-0.3133,-0.5,0.1143,0.585,1.4224,1.8913,-0.0517,-0.2101
BMLmovi_Subject_72_F_MoSh_Subject_72_F_3_poses_120_jpos,385,7.7,50.0,0.6176,1.2493,0.0872,0.0184,1.1591,2.7749,2.5472,8.3594,1513.58,0.7169,0.0,0.0,0.1117,-0.0,0.03085,0.00064,0.00064,2.3377,-0.389,-0.5,0.1308,0.4198,1.6178,1.9172,-0.0783,-0.4121
BMLmovi_Subject_72_F_MoSh_Subject_72_F_4_poses_120_jpos,257,5.14,50.0,0.0758,0.1746,0.2482,0.0585,0.6877,2.8007,3.9266,22.2151,2237.13,0.6109,0.0,0.0,0.2879,-0.0,0.02937,5e-05,5e-05,1.9455,-0.3241,-0.5,0.0649,0.7605,2.0021,2.2899,-0.0515,-0.4592
BMLmovi_Subject_72_F_MoSh_Subject_72_F_5_poses_120_jpos,319,6.38,50.0,0.1081,0.2743,0.4034,0.1503,0.5859,1.3816,1.3571,5.4795,1126.51,0.7524,0.0,0.0,0.0815,0.0,0.03327,0.00096,0.00096,0.9404,-0.3897,-0.5,0.0602,0.1358,1.091,1.3367,-0.0531,-0.1313
BMLmovi_Subject_72_F_MoSh_Subject_72_F_6_poses_120_jpos,237,4.74,50.0,0.1176,0.2267,0.0652,0.0147,1.0357,3.5192,1.8285,11.2553,880.4,0.6793,0.0,0.0,0.2447,-0.0,0.02919,6e-05,6e-05,1.2658,-0.3511,-0.5,0.054,0.1982,1.1117,1.2084,-0.0324,-0.1466
BMLmovi_Subject_72_F_MoSh_Subject_72_F_7_poses_120_jpos,142,2.84,50.0,0.0136,0.0229,0.0125,0.005,0.105,0.3223,1.3729,4.0694,549.86,0.0,0.0,0.0,1.0,-0.0,0.00111,0.00018,0.00018,0.0,-0.0266,-0.0325,0.0122,0.0345,1.0221,1.0549,-0.0368,-0.0829
BMLmovi_Subject_72_F_MoSh_Subject_72_F_8_poses_120_jpos,362,7.24,50.0,0.1713,0.4347,0.1573,0.0579,0.4773,1.3671,0.9423,4.6302,712.58,0.8895,0.0,0.0,0.0608,0.0,0.03472,0.0001,0.0001,0.5525,-0.4516,-0.5,0.047,0.1455,1.0814,1.2675,-0.0692,-0.2942
BMLmovi_Subject_72_F_MoSh_Subject_72_F_9_poses_120_jpos,170,3.4,50.0,0.0354,0.0721,0.0182,0.0067,0.5699,1.4982,0.9036,5.2544,421.21,0.0,0.0,0.0,0.7941,0.0,0.00414,8e-05,8e-05,0.5882,-0.0574,-0.1153,0.0178,0.0452,1.0372,1.0588,-0.0635,-0.1413
BMLmovi_Subject_74_F_MoSh_Subject_74_F_10_poses_120_jpos,495,9.9,50.0,0.4757,0.9034,0.0281,0.0065,0.767,1.8254,1.4364,6.3735,732.68,0.7071,0.0,0.0,0.0747,0.0,0.02625,0.00357,0.00357,1.8182,-0.3907,-0.5,0.0725,0.1784,1.1511,1.2693,-0.1225,-0.3652
BMLmovi_Subject_74_F_MoSh_Subject_74_F_11_poses_120_jpos,229,4.58,50.0,0.0178,0.0558,0.018,0.0061,0.2129,0.9229,0.4743,5.8528,267.12,0.0,0.0,0.0,1.0,0.0,0.00855,5e-05,5e-05,0.0,-0.0351,-0.0503,0.0093,0.0412,1.0279,1.0649,-0.0396,-0.0955
BMLmovi_Subject_74_F_MoSh_Subject_74_F_12_poses_120_jpos,197,3.94,50.0,0.0129,0.036,0.0207,0.0075,0.0888,0.4242,1.2857,16.8816,1069.11,0.0,0.0,0.0,1.0,0.0,0.00543,5e-05,5e-05,0.0,-0.0369,-0.0467,0.0151,0.0564,1.0382,1.0845,-0.0456,-0.1161
BMLmovi_Subject_74_F_MoSh_Subject_74_F_13_poses_120_jpos,510,10.2,50.0,0.2574,0.5172,0.3824,0.1363,1.0781,2.4011,1.8854,6.1223,1513.52,0.4235,0.1059,0.2686,0.1412,0.0,0.02076,0.00115,0.04763,2.7451,-0.3868,-0.5389,0.0703,0.1973,1.1939,1.5899,-0.2917,-0.6711
BMLmovi_Subject_74_F_MoSh_Subject_74_F_14_poses_120_jpos,159,3.18,50.0,0.092,0.2108,0.0528,0.0148,0.9121,3.1606,1.51,4.5035,660.28,0.4151,0.0,0.0,0.4465,0.0,0.01338,0.00017,0.00017,1.2579,-0.2378,-0.5,0.0475,0.1541,1.0975,1.1383,-0.0474,-0.1839
BMLmovi_Subject_74_F_MoSh_Subject_74_F_15_poses_120_jpos,159,3.18,50.0,0.0196,0.0481,0.0196,0.0068,0.0982,0.2378,1.4599,4.178,871.68,0.0,0.0,0.0,1.0,-0.0,0.00678,6e-05,6e-05,0.0,-0.0501,-0.0654,0.0221,0.0504,1.0349,1.079,-0.059,-0.1206
BMLmovi_Subject_74_F_MoSh_Subject_74_F_16_poses_120_jpos,204,4.08,50.0,0.0062,0.0154,0.0148,0.0059,0.1484,0.6914,0.6562,7.7555,341.12,0.0,0.0,0.0,0.7549,0.0,0.00266,2e-05,2e-05,0.9804,-0.0458,-0.0963,0.007,0.0345,1.0206,1.0525,-0.0496,-0.1279
BMLmovi_Subject_74_F_MoSh_Subject_74_F_17_poses_120_jpos,249,4.98,50.0,0.0299,0.068,0.0355,0.012,0.5143,1.7519,1.8927,9.8793,1381.17,0.0,0.0,0.0,0.3373,0.0,0.00888,0.00019,0.00019,1.6064,-0.0825,-0.121,0.0305,0.0885,1.0327,1.0514,-0.1059,-0.2428
BMLmovi_Subject_74_F_MoSh_Subject_74_F_18_poses_120_jpos,435,8.7,50.0,0.5326,1.1443,0.0989,0.0169,0.7727,2.2588,1.6738,6.5797,1329.55,0.9517,0.0,0.0,0.0,0.0,0.06215,0.0074,0.0074,1.1494,-0.4871,-0.5,0.1239,0.3811,1.4061,1.8305,-0.3442,-0.4619
BMLmovi_Subject_74_F_MoSh_Subject_74_F_19_poses_120_jpos,237,4.74,50.0,0.068,0.1653,0.3298,0.0744,0.5788,1.816,2.2214,12.1029,1335.84,0.5823,0.0,0.0,0.3207,0.0,0.0402,0.00084,0.00084,1.4768,-0.3117,-0.5,0.0534,0.3225,2.0571,2.3157,-0.0534,-0.1175
BMLmovi_Subject_74_F_MoSh_Subject_74_F_1_poses_120_jpos,179,3.58,50.0,0.0145,0.0373,0.0172,0.0066,0.1721,0.7937,1.5083,6.2548,1000.26,0.0,0.0,0.0,1.0,0.0,0.00248,0.00011,0.00011,0.0,-0.0197,-0.0251,0.032,0.0898,1.0493,1.1321,-0.029,-0.091
BMLmovi_Subject_74_F_MoSh_Subject_74_F_20_poses_120_jpos,412,8.24,50.0,0.5879,1.4016,0.0679,0.0139,0.9992,2.7774,2.3124,8.1541,1422.05,0.6602,0.0,0.0,0.1383,0.0,0.03422,0.00508,0.00508,1.335,-0.3621,-0.5,0.1223,0.393,1.5763,1.8191,-0.0831,-0.4214
BMLmovi_Subject_74_F_MoSh_Subject_74_F_21_poses_120_jpos,205,4.1,50.0,0.0146,0.031,0.0215,0.0089,0.2436,0.9139,0.9966,10.778,355.49,0.0,0.0,0.0,1.0,-0.0,0.00201,5e-05,5e-05,0.0,-0.0196,-0.0272,0.0135,0.0357,1.0268,1.0783,-0.0249,-0.0542
BMLmovi_Subject_74_F_MoSh_Subject_74_F_2_poses_120_jpos,172,3.44,50.0,0.0084,0.0204,0.0131,0.005,0.1371,0.598,0.6299,4.4437,349.01,0.0,0.0,0.0,1.0,-0.0,0.00213,0.00012,0.00012,0.0,-0.0187,-0.0256,0.007,0.0316,1.0209,1.0831,-0.0269,-0.0619
BMLmovi_Subject_74_F_MoSh_Subject_74_F_3_poses_120_jpos,239,4.78,50.0,0.0491,0.1237,0.0395,0.0094,0.5384,1.8949,1.5097,8.9919,742.76,0.477,0.0,0.0,0.4477,0.0,0.01591,0.00025,0.00025,0.8368,-0.2582,-0.5,0.0236,0.1234,1.0726,1.1266,-0.0405,-0.1412
BMLmovi_Subject_74_F_MoSh_Subject_74_F_4_poses_120_jpos,190,3.8,50.0,0.0158,0.044,0.0343,0.0147,0.0957,0.2814,1.0417,6.0737,366.34,0.0,0.0,0.0,1.0,0.0,0.00411,9e-05,9e-05,0.0,-0.0399,-0.0536,0.0085,0.0548,1.0563,1.1042,-0.0502,-0.1239
BMLmovi_Subject_74_F_MoSh_Subject_74_F_5_poses_120_jpos,299,5.98,50.0,0.0419,0.0927,0.2438,0.0845,0.3203,0.7886,2.1939,5.3839,635.92,0.602,0.0,0.0,0.291,0.0,0.04228,0.00063,0.00063,1.1706,-0.3168,-0.5,0.0348,0.0937,1.1755,1.2246,-0.0466,-0.1881
BMLmovi_Subject_74_F_MoSh_Subject_74_F_6_poses_120_jpos,197,3.94,50.0,0.1061,0.2269,0.0912,0.028,1.0984,2.5851,4.8342,12.5335,2541.05,0.7005,0.0,0.0,0.1472,0.0,0.03077,0.00052,0.00052,2.5381,-0.3718,-0.5,0.1347,0.4762,1.6477,1.8318,-0.0802,-0.2622
BMLmovi_Subject_74_F_MoSh_Subject_74_F_7_poses_120_jpos,354,7.08,50.0,0.103,0.2337,0.4069,0.1519,0.443,1.2184,1.1938,6.7916,1038.25,0.8814,0.0,0.0,0.0,0.0,0.09285,0.00134,0.00134,0.2825,-0.4522,-0.5,0.0444,0.1436,1.138,1.2526,-0.0762,-0.1074
BMLmovi_Subject_74_F_MoSh_Subject_74_F_8_poses_120_jpos,305,6.1,50.0,0.1175,0.38,0.2337,0.0969,0.5749,1.6519,1.0966,3.5551,405.31,0.741,0.0,0.0,0.1279,-0.0,0.05953,5e-05,5e-05,0.6557,-0.3793,-0.5,0.0235,0.0991,1.0798,1.1762,-0.0434,-0.0709
BMLmovi_Subject_74_F_MoSh_Subject_74_F_9_poses_120_jpos,209,4.18,50.0,0.047,0.1151,0.172,0.0443,0.5918,2.6257,3.9425,24.0534,2464.75,0.5455,0.0,0.0,0.4211,0.0,0.02412,0.0002,0.0002,2.1531,-0.2943,-0.5,0.0556,0.6219,2.2437,2.7298,-0.0594,-0.5731
BMLmovi_Subject_76_F_MoSh_Subject_76_F_10_poses_120_jpos,444,8.88,50.0,0.0774,0.2871,0.0227,0.0071,0.4636,1.2658,0.8238,4.5277,368.01,0.3266,0.0,0.0,0.0766,-0.0,0.00789,0.00016,0.00016,0.6757,-0.1999,-0.5,0.0172,0.0996,1.0482,1.1451,-0.0623,-0.1714
BMLmovi_Subject_76_F_MoSh_Subject_76_F_11_poses_120_jpos,199,3.98,50.0,0.0098,0.0243,0.021,0.0089,0.1943,0.7167,0.7108,4.7428,306.83,0.0,0.0,0.0,1.0,0.0,0.00199,4e-05,4e-05,0.0,-0.0309,-0.0367,0.0094,0.0279,1.0218,1.0363,-0.0368,-0.0593
BMLmovi_Subject_76_F_MoSh_Subject_76_F_12_poses_120_jpos,387,7.74,50.0,0.5434,1.1327,0.0826,0.0165,1.0937,2.1595,2.4866,9.0063,1194.22,0.845,0.0,0.0,0.124,0.0,0.04719,0.00119,0.00119,0.7752,-0.4296,-0.5,0.1235,0.3464,1.5382,1.7472,-0.0526,-0.4512
BMLmovi_Subject_76_F_MoSh_Subject_76_F_13_poses_120_jpos,225,4.5,50.0,0.1086,0.2258,0.0401,0.012,0.917,2.0422,1.1507,10.3737,612.31,0.8089,0.0,0.0,0.1022,-0.0,0.03505,0.00076,0.00076,0.4444,-0.4132,-0.5,0.0434,0.1072,1.0947,1.1415,-0.0481,-0.0827
BMLmovi_Subject_76_F_MoSh_Subject_76_F_14_poses_120_jpos,499,9.98,50.0,0.4139,0.746,0.0305,0.0065,0.8519,2.2803,1.2638,5.5209,595.52,0.8717,0.0,0.0,0.0501,0.0,0.03238,0.00086,0.00086,1.2024,-0.4502,-0.5,0.0708,0.1495,1.1491,1.2908,-0.1107,-0.3217
BMLmovi_Subject_76_F_MoSh_Subject_76_F_15_poses_120_jpos,174,3.48,50.0,0.0078,0.0162,0.0156,0.0059,0.153,0.4788,1.4183,5.7146,431.61,0.0,0.0,0.0,1.0,0.0,0.0014,1e-05,1e-05,0.0,-0.0196,-0.0227,0.0117,0.0316,1.0253,1.0368,-0.0275,-0.0503
BMLmovi_Subject_76_F_MoSh_Subject_76_F_16_poses_120_jpos,170,3.4,50.0,0.007,0.014,0.0118,0.0044,0.1446,0.5322,0.8651,4.7222,375.76,0.0,0.0,0.0,1.0,0.0,0.00207,5e-05,5e-05,0.0,-0.0178,-0.0219,0.009,0.0242,1.0161,1.0396,-0.026,-0.054
BMLmovi_Subject_76_F_MoSh_Subject_76_F_17_poses_120_jpos,184,3.68,50.0,0.0115,0.0267,0.0248,0.0095,0.0717,0.1778,1.3865,4.5696,514.93,0.0,0.0,0.0,1.0,0.0,0.00101,5e-05,5e-05,0.0,-0.0266,-0.0337,0.0087,0.0311,1.0223,1.0601,-0.039,-0.0794
BMLmovi_Subject_76_F_MoSh_Subject_76_F_18_poses_120_jpos,232,4.64,50.0,0.089,0.1702,0.0665,0.0201,0.7334,1.6903,2.4322,6.4207,949.76,0.694,0.0,0.0,0.2026,-0.0,0.0558,0.00169,0.00169,1.2931,-0.3635,-0.5,0.0704,0.1883,1.55,1.7704,-0.0445,-0.1356
BMLmovi_Subject_76_F_MoSh_Subject_76_F_19_poses_120_jpos,235,4.7,50.0,0.0462,0.0527,0.0733,0.0303,0.8391,42.2676,2.0558,143.99,753.75,0.1872,0.0,0.0,0.7617,0.0,0.00678,5e-05,5e-05,0.8511,-0.1188,-0.5,0.0135,0.0522,1.0426,1.0773,-0.0861,-9.1013
BMLmovi_Subject_76_F_MoSh_Subject_76_F_1_poses_120_jpos,220,4.4,50.0,0.0479,0.1199,0.2569,0.0678,0.465,1.6999,2.2069,10.811,1741.58,0.6773,0.0,0.0,0.3045,-0.0,0.06408,0.00011,0.00011,0.9091,-0.3508,-0.5,0.0506,0.3441,1.83,2.7823,-0.0382,-0.1414
BMLmovi_Subject_76_F_MoSh_Subject_76_F_20_poses_120_jpos,355,7.1,50.0,0.1441,0.3048,0.5137,0.215,0.6231,2.5153,1.755,8.5533,1302.55,0.8901,0.0,0.0,0.0,-0.0,0.06238,0.00118,0.00118,0.5634,-0.4619,-0.5,0.0625,0.1885,1.1648,1.5334,-0.1339,-0.3189
BMLmovi_Subject_76_F_MoSh_Subject_76_F_21_poses_120_jpos,270,5.4,50.0,0.1052,0.2771,0.0594,0.016,0.5517,1.4108,1.4414,9.7554,632.59,0.6185,0.0,0.0,0.2519,0.0,0.03725,0.00071,0.00071,1.1111,-0.3314,-0.5,0.0409,0.1136,1.097,1.1433,-0.057,-0.1697
BMLmovi_Subject_76_F_MoSh_Subject_76_F_2_poses_120_jpos,767,15.34,50.0,0.2515,0.4226,0.3935,0.1382,0.9877,2.5147,1.5465,14.21,1515.91,0.4355,0.5385,0.5645,0.0,0.0,0.06911,0.00918,0.00918,0.2608,-0.4974,-0.5,0.0823,0.202,1.1583,1.6184,-0.4132,-0.5092
BMLmovi_Subject_76_F_MoSh_Subject_76_F_3_poses_120_jpos,255,5.1,50.0,0.0381,0.0696,0.0402,0.0121,0.5145,1.33,1.7518,5.4513,475.18,0.3412,0.0,0.0,0.5529,0.0,0.01534,8e-05,8e-05,0.7843,-0.1959,-0.5,0.0223,0.0602,1.0351,1.1117,-0.0447,-0.1543
BMLmovi_Subject_76_F_MoSh_Subject_76_F_4_poses_120_jpos,669,13.38,50.0,0.3039,0.7067,0.0479,0.0095,0.5892,1.5171,1.1144,5.3359,524.19,0.6846,0.0,0.0,0.1151,0.0,0.02774,0.00136,0.00136,1.9432,-0.384,-0.5,0.0833,0.1796,1.1695,1.3732,-0.1511,-0.4597
BMLmovi_Subject_76_F_MoSh_Subject_76_F_5_poses_120_jpos,212,4.24,50.0,0.075,0.1418,0.2278,0.0593,0.9302,23.0452,4.1266,143.9776,2903.91,0.7642,0.0,0.0,0.1792,0.0,0.05067,0.00027,0.00027,2.3585,-0.3985,-0.5,0.0621,1.1612,1.9494,2.5215,-0.2991,-11.2526
BMLmovi_Subject_76_F_MoSh_Subject_76_F_6_poses_120_jpos,234,4.68,50.0,0.0146,0.0288,0.0152,0.0054,0.2174,0.6516,0.6928,4.4644,296.15,0.0,0.0,0.0,1.0,-0.0,0.00087,3e-05,3e-05,0.0,-0.032,-0.0391,0.0085,0.0259,1.018,1.0505,-0.0404,-0.0629
BMLmovi_Subject_76_F_MoSh_Subject_76_F_7_poses_120_jpos,204,4.08,50.0,0.0105,0.0326,0.0183,0.0062,0.0792,0.2471,1.4049,5.2553,496.95,0.0,0.0,0.0,1.0,-0.0,0.00141,3e-05,3e-05,0.0,-0.0289,-0.0347,0.0117,0.0412,1.0411,1.0649,-0.0386,-0.078
BMLmovi_Subject_76_F_MoSh_Subject_76_F_8_poses_120_jpos,317,6.34,50.0,0.136,0.3335,0.2188,0.0919,0.5042,1.3679,1.0196,3.9864,433.75,0.7792,0.0,0.0,0.1987,-0.0,0.06127,9e-05,9e-05,0.6309,-0.3975,-0.5,0.0348,0.1229,1.1101,1.1722,-0.0452,-0.1264
BMLmovi_Subject_76_F_MoSh_Subject_76_F_9_poses_120_jpos,209,4.18,50.0,0.0144,0.0335,0.0317,0.0122,0.1622,0.3468,1.0162,4.3411,295.06,0.0,0.0,0.0,1.0,-0.0,0.00141,2e-05,2e-05,0.0,-0.0285,-0.0337,0.0087,0.0317,1.0365,1.0509,-0.0385,-0.0748
BMLmovi_Subject_79_F_MoSh_Subject_79_F_10_poses_120_jpos,199,3.98,50.0,0.0113,0.0309,0.0153,0.0057,0.1527,0.9106,0.5969,10.4571,299.54,0.0,0.0,0.0,1.0,0.0,0.00274,0.00014,0.00014,0.0,-0.0129,-0.019,0.0067,0.0461,1.0351,1.0909,-0.0215,-0.0444
BMLmovi_Subject_79_F_MoSh_Subject_79_F_11_poses_120_jpos,239,4.78,50.0,0.1067,0.2351,0.0788,0.0181,0.7486,1.7881,3.6754,8.0103,1962.64,0.5774,0.0,0.0,0.2636,0.0,0.04967,0.00058,0.00058,1.2552,-0.3088,-0.5,0.1126,0.2867,1.573,1.7666,-0.0377,-0.1381
BMLmovi_Subject_79_F_MoSh_Subject_79_F_12_poses_120_jpos,354,7.08,50.0,0.6454,1.4647,0.1013,0.0214,1.4529,2.9879,3.001,9.13,1738.33,0.8983,0.0,0.0,0.0621,0.0,0.05085,0.00081,0.00081,0.7062,-0.4554,-0.5,0.1703,0.5825,1.6367,1.9398,-0.0434,-0.1395
BMLmovi_Subject_79_F_MoSh_Subject_79_F_13_poses_120_jpos,277,5.54,50.0,0.0387,0.1756,0.018,0.0048,0.212,0.9859,0.88,10.5658,463.98,0.0,0.0,0.0,0.8412,-0.0,0.00399,0.00019,0.00019,1.2635,-0.0389,-0.1606,0.0198,0.1204,1.05,1.1438,-0.0425,-0.2001
BMLmovi_Subject_79_F_MoSh_Subject_79_F_14_poses_120_jpos,195,3.9,50.0,0.0155,0.0402,0.0294,0.0113,0.107,0.3178,1.4646,12.0917,850.31,0.0,0.0,0.0,1.0,0.0,0.00287,5e-05,5e-05,0.0,-0.0194,-0.0292,0.0164,0.054,1.0535,1.1199,-0.0335,-0.0976
BMLmovi_Subject_79_F_MoSh_Subject_79_F_15_poses_120_jpos,214,4.28,50.0,0.0167,0.0395,0.0267,0.0098,0.1213,0.6379,1.3815,12.2337,713.25,0.0,0.0,0.0,0.9393,0.0,0.00581,0.00018,0.00018,0.4673,-0.0236,-0.1356,0.0139,0.0461,1.0392,1.1229,-0.0344,-0.1565
BMLmovi_Subject_79_F_MoSh_Subject_79_F_16_poses_120_jpos,265,5.3,50.0,0.0407,0.1698,0.0434,0.0129,1.019,2.592,1.1341,4.8751,535.05,0.0981,0.0,0.0,0.3094,0.0,0.01613,0.00204,0.00204,2.6415,-0.0967,-0.5,0.0225,0.1276,1.0523,1.17,-0.0552,-0.1888
BMLmovi_Subject_79_F_MoSh_Subject_79_F_17_poses_120_jpos,455,9.1,50.0,0.0769,0.221,0.2908,0.0993,0.5057,1.3939,1.4074,5.8055,726.87,0.8242,0.0,0.0,0.1143,0.0,0.06414,0.00032,0.00032,0.8791,-0.4199,-0.5,0.0466,0.1867,1.2029,1.3956,-0.049,-0.2306
BMLmovi_Subject_79_F_MoSh_Subject_79_F_18_poses_120_jpos,219,4.38,50.0,0.0741,0.1461,0.3015,0.058,0.4915,1.8902,2.1593,13.137,1368.83,0.758,0.0,0.0,0.2329,0.0,0.0563,0.00027,0.00027,0.9132,-0.3807,-0.5,0.0679,0.23,1.7396,2.5569,-0.0172,-0.0993
BMLmovi_Subject_79_F_MoSh_Subject_79_F_19_poses_120_jpos,194,3.88,50.0,0.0135,0.042,0.0191,0.0063,0.0837,0.4025,1.1643,8.1529,1338.97,0.0,0.0,0.0,1.0,0.0,0.00537,3e-05,3e-05,0.0,-0.0124,-0.0208,0.0234,0.0675,1.0444,1.114,-0.0315,-0.1001
BMLmovi_Subject_79_F_MoSh_Subject_79_F_1_poses_120_jpos,140,2.8,50.0,0.0163,0.0414,0.0146,0.0048,0.1912,0.868,0.6534,5.7121,386.67,0.0,0.0,0.0,1.0,-0.0,0.00159,1e-05,1e-05,0.0,-0.0099,-0.0181,0.0118,0.0349,1.0222,1.058,-0.019,-0.0459
BMLmovi_Subject_79_F_MoSh_Subject_79_F_20_poses_120_jpos,429,8.58,50.0,0.5001,0.9353,0.0385,0.008,1.079,2.4589,1.9633,7.1587,1003.78,0.7552,0.0,0.0,0.0396,0.0,0.03609,0.0042,0.0042,1.7483,-0.4028,-0.5,0.0998,0.2282,1.2107,1.3979,-0.0832,-0.3015
BMLmovi_Subject_79_F_MoSh_Subject_79_F_21_poses_120_jpos,519,10.38,50.0,0.2099,0.3471,0.1317,0.0387,1.0646,2.6049,1.3999,5.1338,1369.27,0.8651,0.0,0.0,0.079,0.0,0.0811,0.00407,0.00407,0.3854,-0.4388,-0.5,0.0777,0.2126,1.2417,1.6539,-0.0369,-0.1402
BMLmovi_Subject_79_F_MoSh_Subject_79_F_2_poses_120_jpos,207,4.14,50.0,0.0511,0.1009,0.0324,0.0091,0.5574,1.6318,1.7475,8.182,870.44,0.1304,0.0,0.0,0.4783,-0.0,0.01299,0.00058,0.00058,2.4155,-0.114,-0.5,0.0453,0.1018,1.0776,1.1646,-0.0759,-0.2016
BMLmovi_Subject_79_F_MoSh_Subject_79_F_3_poses_120_jpos,197,3.94,50.0,0.0357,0.0615,0.0251,0.0096,0.5549,1.4312,1.525,4.886,459.26,0.0,0.0,0.0,0.9086,0.0,0.00825,0.00042,0.00042,1.0152,-0.0227,-0.1366,0.0235,0.0508,1.0358,1.062,-0.033,-0.1878
BMLmovi_Subject_79_F_MoSh_Subject_79_F_4_poses_120_jpos,330,6.6,50.0,0.6392,1.2218,0.1254,0.0298,0.9654,2.9,2.4105,6.7529,1849.51,0.9485,0.0,0.0,0.0,-0.0,0.05721,0.01269,0.01269,1.2121,-0.4888,-0.5,0.1713,0.3688,1.4249,1.5672,-0.3936,-0.5209
BMLmovi_Subject_79_F_MoSh_Subject_79_F_5_poses_120_jpos,337,6.74,50.0,0.2216,0.5287,0.2084,0.0803,0.7568,1.9632,1.2723,4.8048,755.37,0.7982,0.0,0.0,0.0653,0.0,0.03989,0.00235,0.00235,1.7804,-0.4171,-0.5,0.0893,0.1744,1.1283,1.3144,-0.078,-0.3155
BMLmovi_Subject_79_F_MoSh_Subject_79_F_6_poses_120_jpos,250,5.0,50.0,0.1318,0.3683,0.3216,0.0835,0.8636,1.9114,2.4212,9.8177,1457.01,0.596,0.0,0.0,0.2,-0.0,0.02381,0.00222,0.00222,1.8,-0.3577,-0.5,0.0826,0.4664,1.3946,1.7785,-0.1572,-0.4585
BMLmovi_Subject_79_F_MoSh_Subject_79_F_7_poses_120_jpos,195,3.9,50.0,0.1595,0.4196,0.0848,0.026,1.1531,2.6932,1.653,9.3422,913.5,0.6872,0.0,0.0,0.1487,-0.0,0.03986,0.00065,0.00065,1.5385,-0.3691,-0.5,0.108,0.219,1.2648,1.395,-0.0589,-0.1943
BMLmovi_Subject_79_F_MoSh_Subject_79_F_8_poses_120_jpos,254,5.08,50.0,0.0685,0.1869,0.2006,0.0467,0.6438,2.2071,4.0804,10.2892,2036.59,0.685,0.0,0.0,0.1496,0.0,0.03826,0.00093,0.00093,2.3622,-0.3651,-0.5,0.0872,0.2704,1.7726,2.0144,-0.0683,-0.2495
BMLmovi_Subject_79_F_MoSh_Subject_79_F_9_poses_120_jpos,205,4.1,50.0,0.0342,0.07,0.0263,0.0086,0.5465,1.1861,1.746,8.7682,623.38,0.0,0.0,0.0,1.0,0.0,0.00627,7e-05,7e-05,0.0,-0.0125,-0.0281,0.0365,0.0841,1.0469,1.1033,-0.0286,-0.0805
