clip,fps,frames,guard_s,guard_mode,min_seg_s,bin_frames,severity,source_screen_sha256,reducer_sha256,airborne_frac,infeasible_frac,torque_infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m,n_feasible_segments,n_bins,n_bins_eligible,bin_eligible_frac,unsupported_ratio_p95
Eyes_Japan_Dataset_kanno_accident-11-fall_down-kanno_poses_120_jpos,50.0,1488,0.0,symmetric,0.0,50,severe,5b0c2f5c193f58962071bea1d7ab3b74532d2b71f9766e9f6b44cc634b3360f1,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.12231182795698925,0.1297043010752688,0.0,0.1297043010752688,0.1297043010752688,0.8702956989247311,18,torque_limited,0.06,19,30,17,0.5666666666666667,0.9875362438573734
Eyes_Japan_Dataset_yamaoka_tennis-01-forehand-yamaoka_poses_120_jpos,50.0,1240,0.0,symmetric,0.0,50,severe,15e99ef1b81121cfddb0b97c0629266bf94d7d7dd5e25aa054246574710624a6,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.12983870967741937,0.1596774193548387,0.0,0.1596774193548387,0.1596774193548387,0.8403225806451613,18,torque_limited,0.06,19,25,12,0.48,1.0590944041901342
HUMAN4D_Subject3_4_Carine_INF_Dancing_S3S4_01_poses_120_jpos,50.0,1012,0.0,symmetric,0.0,50,severe,d2c1e430a415f769fcde468ab5e7ac5e8349175030f19e5f62e98fa4f058c6cd,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.10177865612648221,0.11857707509881422,0.010869565217391304,0.12944664031620554,0.12944664031620554,0.8705533596837944,17,torque_limited,0.06,18,21,11,0.5238095238095238,0.9739920161165425
HUMAN4D_Subject3_Medhi_RGB_TalkingWalking_S3_01_poses_120_jpos,50.0,1224,0.0,symmetric,0.0,50,severe,f3f0440cc49685fdbbb6163a332bac1d2af768375d132a2b50ea83351aa1b82f,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.11356209150326797,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,21,torque_limited,0.06,22,25,7,0.28,1.0212898046381331
HUMAN4D_Subject4_Carine_RGB_BasketBall_S4_01_poses_120_jpos,50.0,863,0.0,symmetric,0.0,50,severe,edf470046dc97997bc8792cdc193a28ceb6d5f71fbc7e33d00d73197f4cf06b2,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2688296639629201,0.2688296639629201,0.0,0.2688296639629201,0.2688296639629201,0.7311703360370799,12,torque_limited,0.06,13,18,6,0.3333333333333333,1.1622659538773388
KIT_183_walking_run02_poses_100_jpos,50.0,210,0.0,symmetric,0.0,50,severe,0c17ac153e2d6a6ab3891267d999b3a8fa0d14189318206dcf2e8dcb963e1f0c,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.19523809523809524,0.17142857142857143,0.0,0.17142857142857143,0.17142857142857143,0.8285714285714286,5,torque_limited,0.06,6,5,3,0.6,1.4380881899132303
KIT_183_walking_run07_poses_100_jpos,50.0,191,0.0,symmetric,0.0,50,severe,664e285998b27573fd1645e2bbefeb9ea52eeb49ae9a97859fb563a026217063,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.24607329842931938,0.23036649214659685,0.0,0.23036649214659685,0.23036649214659685,0.7696335078534031,5,torque_limited,0.06,6,4,2,0.5,1.5178401494210307
KIT_200_Kniebeuge01_poses_100_jpos,50.0,374,0.0,symmetric,0.0,50,severe,107d5e615918428c0790e0e7467682dbd4f0d460db33737465ca1ca88850a702,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.3502673796791444,0.3502673796791444,0.0,0.3502673796791444,0.3502673796791444,0.6497326203208557,2,torque_limited,0.06,3,8,3,0.375,1.1386782073715813
KIT_200_Kniebeuge04_poses_100_jpos,50.0,218,0.0,symmetric,0.0,50,severe,0104ed950980e1127f40198fd9e70d890179e3bf2cc5404707dc8847449f8e21,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.3211009174311927,0.3211009174311927,0.0,0.3211009174311927,0.3211009174311927,0.6788990825688074,1,torque_limited,0.06,2,5,3,0.6,1.1217249922874046
KIT_200_Kniebeuge06_poses_100_jpos,50.0,220,0.0,symmetric,0.0,50,severe,c61c44ba37f2b3c47a24cdc7513606ce0810b3f98fb0fcb65cfe46b443b16b58,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.29545454545454547,0.29545454545454547,0.0,0.29545454545454547,0.29545454545454547,0.7045454545454546,1,torque_limited,0.06,2,5,3,0.6,1.137822138801055
KIT_314_go_over_beam01_poses_100_jpos,50.0,543,0.0,symmetric,0.0,50,severe,c06b876197b19c45845a6b8552ed74e9fb3f7eda93da99c4278cf16a71e76fc7,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.3683241252302026,0.3683241252302026,0.0,0.3683241252302026,0.3683241252302026,0.6316758747697975,1,torque_limited,0.06,2,11,6,0.5454545454545454,1.045810054408214
KIT_317_go_over_beam06_poses_100_jpos,50.0,292,0.0,symmetric,0.0,50,severe,833cd02fd54526aac6bceec416b755d19873cc7e88cb1908b0bd7c2faf1f9cc2,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.4554794520547945,0.4623287671232877,0.0,0.4623287671232877,0.4623287671232877,0.5376712328767124,1,torque_limited,0.06,2,6,2,0.3333333333333333,1.0773928698851387
KIT_317_go_over_beam08_poses_100_jpos,50.0,309,0.0,symmetric,0.0,50,severe,e356f57aa63e9a0a612e7cebc558c614bf2262942da873346b72e79e7d2bbd16,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.44660194174757284,0.4563106796116505,0.0,0.4563106796116505,0.4563106796116505,0.5436893203883495,1,torque_limited,0.06,2,7,3,0.42857142857142855,1.0803585360044625
KIT_359_go_over_beam02_poses_100_jpos,50.0,428,0.0,symmetric,0.0,50,severe,64f9263cc4f78bb248426ad22c984754c9191c9868b3621ec1652b259683b500,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.45093457943925236,0.45093457943925236,0.0,0.45093457943925236,0.45093457943925236,0.5490654205607477,1,torque_limited,0.06,2,9,5,0.5555555555555556,1.0611581409226536
KIT_359_go_over_beam03_poses_100_jpos,50.0,475,0.0,symmetric,0.0,50,severe,0abb9fde9e3c081caf3e56fa8c70f5e9fcc18421af1826e16a236365e2e3fb14,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.40421052631578946,0.40421052631578946,0.0,0.40421052631578946,0.40421052631578946,0.5957894736842105,1,torque_limited,0.06,2,10,5,0.5,1.037860846253325
KIT_359_walking_fast01_poses_100_jpos,50.0,188,0.0,symmetric,0.0,50,severe,7e2f302ad78c1313f5e98ff812bb1cab20e84cb2b630fe48f9e4f9ea0ac2875b,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.10106382978723404,0.11170212765957446,0.0,0.11170212765957446,0.11170212765957446,0.8882978723404256,4,torque_limited,0.06,5,4,1,0.25,1.0090449666918522
KIT_3_go_over_beam01_poses_100_jpos,50.0,518,0.0,symmetric,0.0,50,severe,10ac0ddb0220bf07bc52054b7e74932999f5ce88ffa9a0374dde7ff0c2849cc2,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.3436293436293436,0.3436293436293436,0.0,0.3436293436293436,0.3436293436293436,0.6563706563706564,1,torque_limited,0.06,2,11,7,0.6363636363636364,1.0189509030079444
KIT_3_kick_high_right03_poses_100_jpos,50.0,227,0.0,symmetric,0.0,50,severe,0796fc629d36d0310cc1dd20c0cebde2107c0abe5b1e8941f27ab47e0bec68d2,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.1762114537444934,0.1762114537444934,0.0,0.1762114537444934,0.1762114537444934,0.8237885462555066,1,torque_limited,0.06,2,5,4,0.8,1.0104360781189576
KIT_3_seesaw_backwards07_poses_100_jpos,50.0,674,0.0,symmetric,0.0,50,severe,5a45c800c6cd92327aa0e9c98c9af015a86c10641e82d39697d728da30792209,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2433234421364985,0.2433234421364985,0.0,0.2433234421364985,0.2433234421364985,0.7566765578635015,3,torque_limited,0.06,4,14,10,0.7142857142857143,1.0212745176993738
KIT_3_squat05_poses_100_jpos,50.0,275,0.0,symmetric,0.0,50,severe,5b5e9f4bb6c91976d3f5838ca31fb6dacc5be2542cd74de5e09f228178ef159b,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2581818181818182,0.2581818181818182,0.0,0.2581818181818182,0.2581818181818182,0.7418181818181818,1,torque_limited,0.06,2,6,4,0.6666666666666666,1.056113451132051
KIT_424_seesaw01_poses_100_jpos,50.0,437,0.0,symmetric,0.0,50,severe,6174fceb08eee0bbd2ba1ade7e938481d1afe8c44167e677e209d6416cbdc9e4,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.18764302059496568,0.18764302059496568,0.0,0.18764302059496568,0.18764302059496568,0.8123569794050344,1,torque_limited,0.06,2,9,6,0.6666666666666666,0.9991543173145189
KIT_424_seesaw04_poses_100_jpos,50.0,409,0.0,symmetric,0.0,50,severe,c8f0ddb0ab648afd2e3370fe9e158f355304232423456a26ee5e90391505bf61,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2273838630806846,0.2273838630806846,0.0,0.2273838630806846,0.2273838630806846,0.7726161369193154,3,torque_limited,0.06,4,9,5,0.5555555555555556,1.0220235776985844
KIT_424_seesaw09_poses_100_jpos,50.0,300,0.0,symmetric,0.0,50,severe,aa76ccef3081b8a9fec1b1a86f6c1601e839730c17763c1c60a0d99a32ceff6d,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,0.8866666666666667,1,torque_limited,0.06,2,6,4,0.6666666666666666,0.9647739920446237
KIT_424_seesaw_backwards03_poses_100_jpos,50.0,438,0.0,symmetric,0.0,50,severe,135052510e990119996844ec3aa622022939fcc5ee5db48f5b65889b118dfeac,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.1735159817351598,0.1735159817351598,0.0,0.1735159817351598,0.1735159817351598,0.8264840182648402,2,torque_limited,0.06,3,9,6,0.6666666666666666,1.0187674597428316
KIT_424_step_stones03_poses_100_jpos,50.0,592,0.0,symmetric,0.0,50,severe,6c80b3cc525722045535083c9d2fdcae330d5e611c6535d0903fbf0637605f3c,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2939189189189189,0.2939189189189189,0.0,0.2939189189189189,0.2939189189189189,0.706081081081081,2,torque_limited,0.06,3,12,7,0.5833333333333334,1.0250503915729459
KIT_513_seesaw_down09_poses_100_jpos,50.0,313,0.0,symmetric,0.0,50,severe,8a3a5b63c1e65a1d9a02b684dfece1bb78d395c9f67d9da79c616c6ea0c5a774,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.09584664536741214,0.10543130990415335,0.0,0.10543130990415335,0.10543130990415335,0.8945686900958466,2,torque_limited,0.06,3,7,5,0.7142857142857143,0.981788354883838
KIT_513_seesaw_up03_poses_100_jpos,50.0,452,0.0,symmetric,0.0,50,severe,126d276c4979bb4395bcf3f40a68cbd005162eb691a2fb467e152a371b9e3fc3,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2323008849557522,0.2323008849557522,0.0,0.2323008849557522,0.2323008849557522,0.7676991150442478,1,torque_limited,0.06,2,10,7,0.7,1.012239936892567
KIT_513_seesaw_up08_poses_100_jpos,50.0,512,0.0,symmetric,0.0,50,severe,a475b7244a6ffd329c522c3d207bbbecd6238ac7511f5d3378ac5e2d088b26f6,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.263671875,0.263671875,0.0,0.263671875,0.263671875,0.736328125,2,torque_limited,0.06,3,11,8,0.7272727272727273,1.0216108303520806
KIT_513_seesaw_up10_poses_100_jpos,50.0,458,0.0,symmetric,0.0,50,severe,7e39fe2aa89e25704d0626df2d673ea35abd726d8a1e5bdaec8d6cf8a7d2a22e,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.17467248908296942,0.1812227074235808,0.0,0.1812227074235808,0.1812227074235808,0.8187772925764192,1,torque_limited,0.06,2,10,7,0.7,1.026808389530277
KIT_572_squat05_poses_100_jpos,50.0,247,0.0,symmetric,0.0,50,severe,b6c32b15a8fb68469f3d2de8d895744bc36213fe00432d0360a5071600441319,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.22672064777327935,0.22672064777327935,0.0,0.22672064777327935,0.22672064777327935,0.7732793522267206,1,torque_limited,0.06,2,5,3,0.6,1.0647964323473913
SSM_synced_20161014_50033_ATUSquat_sync_poses_120_jpos,50.0,107,0.0,symmetric,0.0,50,severe,062c2c8012a80228afa185fbcc2c8f8fa24bd8a61c6ffb2077e3aa9728a3969e,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2616822429906542,0.2616822429906542,0.0,0.2616822429906542,0.2616822429906542,0.7383177570093458,1,torque_limited,0.06,2,3,1,0.3333333333333333,1.554895688973821
Transitions_mocap_mazen_c3d_airkick_jumpingtwist360_poses_120_jpos,50.0,355,0.0,symmetric,0.0,50,severe,01b1c881800beea4b45ac476bc340144c79ef1e7d17d4f23d217017361f2e785,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.323943661971831,0.29014084507042254,0.0,0.29014084507042254,0.29014084507042254,0.7098591549295775,5,torque_limited,0.06,6,8,4,0.5,1.35066218714821
Transitions_mocap_mazen_c3d_airkick_turntwist180_poses_120_jpos,50.0,400,0.0,symmetric,0.0,50,severe,d36255af087a0cd54e77c14822a5bf30ab22b28a7c9f46f8b5755286b600adcb,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.0975,0.105,0.0,0.105,0.105,0.895,1,torque_limited,0.06,2,8,6,0.75,0.8942247696699815
Transitions_mocap_mazen_c3d_devishdance_longjump_poses_120_jpos,50.0,511,0.0,symmetric,0.0,50,severe,401fb421377f875f33f7ee075ea02c255e30eeb1e4c55648948e93d4a37bd65b,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.3816046966731898,0.33659491193737767,0.0,0.33659491193737767,0.33659491193737767,0.6634050880626223,12,torque_limited,0.06,13,11,5,0.45454545454545453,1.3941688148574682
Transitions_mocap_mazen_c3d_punchkarate_kick_poses_120_jpos,50.0,428,0.0,symmetric,0.0,50,severe,31254ce65d45934e504395d8313d1fea47d3a9c57a26d6b5275037e738ed36eb,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.2967289719626168,0.3247663551401869,0.0,0.3247663551401869,0.3247663551401869,0.6752336448598131,7,torque_limited,0.06,8,9,3,0.3333333333333333,1.1218625747362392
Transitions_mocap_mazen_c3d_twistdance_walk_poses_120_jpos,50.0,410,0.0,symmetric,0.0,50,severe,c806855e5597ba2571c0378542cb29ea690f627c40f922067034d5872d6cbd73,5c46376599812bf081c5d26aa5153b23d3dee93b9aaedf192ca6e995b2d2f224,0.16585365853658537,0.1024390243902439,0.0,0.1024390243902439,0.1024390243902439,0.8975609756097561,9,torque_limited,0.06,10,9,5,0.5555555555555556,0.8435027068662867
