clip,policy,frames,fps,n_bins,n_bins_eligible,bin_eligible_frac,bin_score_mean,infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m
CMU_137_137_08_poses_120_jpos,screened,808,50.0,17,9,0.5294117647058824,0.7199999999999999,0.1150990099009901,0.1150990099009901,0.1150990099009901,0.7054455445544554,9,torque_limited,0.06
CMU_137_137_13_poses_120_jpos,assumed_eligible,1235,50.0,25,25,1.0,1.0,0.05020242914979757,,,,,assumed,
CMU_138_138_23_poses_120_jpos,assumed_eligible,191,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_138_138_25_poses_120_jpos,screened,149,50.0,3,1,0.3333333333333333,0.5,0.12080536912751678,0.12080536912751678,0.12080536912751678,0.5033557046979866,3,torque_limited,0.06
CMU_139_139_15_poses_60_jpos,screened,898,50.0,18,3,0.16666666666666666,0.5736111111111111,0.2594654788418708,0.2594654788418708,0.2594654788418708,0.5746102449888641,13,torque_limited,0.06
CMU_13_13_07_poses_120_jpos,assumed_eligible,605,50.0,13,13,1.0,1.0,0.0,,,,,assumed,
CMU_13_13_08_poses_120_jpos,assumed_eligible,668,50.0,14,14,1.0,1.0,0.0,,,,,assumed,
CMU_13_13_32_poses_120_jpos,screened,140,50.0,3,1,0.3333333333333333,0.37333333333333335,0.2357142857142857,0.2357142857142857,0.2357142857142857,0.4,3,torque_limited,0.06
CMU_141_141_18_poses_60_jpos,assumed_eligible,323,50.0,7,7,1.0,1.0,0.02786377708978328,,,,,assumed,
CMU_141_141_21_poses_60_jpos,assumed_eligible,226,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
CMU_143_143_01_poses_60_jpos,assumed_eligible,83,50.0,2,2,1.0,1.0,0.08433734939759036,,,,,assumed,
CMU_143_143_09_poses_60_jpos,screened,454,50.0,10,6,0.6,0.808,0.10572687224669604,0.10572687224669604,0.10572687224669604,0.788546255506608,8,torque_limited,0.06
CMU_143_143_10_poses_60_jpos,assumed_eligible,479,50.0,10,10,1.0,1.0,0.029227557411273485,,,,,assumed,
CMU_143_143_20_poses_60_jpos,assumed_eligible,542,50.0,11,11,1.0,1.0,0.03136531365313653,,,,,assumed,
CMU_143_143_27_poses_60_jpos,assumed_eligible,586,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
CMU_143_143_38_poses_60_jpos,assumed_eligible,1097,50.0,22,22,1.0,1.0,0.010027347310847767,,,,,assumed,
CMU_144_144_05_poses_120_jpos,screened,1161,50.0,24,4,0.16666666666666666,0.3433333333333333,0.32127476313522824,0.32127476313522824,0.32127476313522824,0.32127476313522824,22,torque_limited,0.06
CMU_144_144_17_poses_120_jpos,screened,1175,50.0,24,6,0.25,0.4808333333333333,0.34808510638297874,0.34808510638297874,0.34808510638297874,0.4697872340425532,21,torque_limited,0.06
CMU_144_144_28_poses_120_jpos,assumed_eligible,953,50.0,20,20,1.0,1.0,0.030430220356768102,,,,,assumed,
CMU_15_15_01_poses_120_jpos,assumed_eligible,2302,50.0,47,47,1.0,1.0,0.0,,,,,assumed,
CMU_16_16_35_poses_120_jpos,screened,68,50.0,2,0,0.0,0.8488888888888889,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.8823529411764706,2,torque_limited,0.06
CMU_17_17_09_poses_120_jpos,assumed_eligible,2533,50.0,51,51,1.0,1.0,0.0,,,,,assumed,
CMU_18_19_Justin_18_07_poses_120_jpos,screened,121,50.0,3,1,0.3333333333333333,0.6066666666666666,0.1487603305785124,0.1487603305785124,0.1487603305785124,0.512396694214876,2,torque_limited,0.06
CMU_18_19_Justin_18_15_poses_120_jpos,screened,640,50.0,13,9,0.6923076923076923,0.8446153846153847,0.11875,0.11875,0.11875,0.8421875,4,torque_limited,0.06
CMU_20_21_rory1_20_08_poses_120_jpos,assumed_eligible,89,50.0,2,2,1.0,1.0,0.0,,,,,assumed,
CMU_22_23_justin_22_06_poses_120_jpos,assumed_eligible,210,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
CMU_22_23_justin_22_12_poses_120_jpos,assumed_eligible,127,50.0,3,3,1.0,1.0,0.07086614173228346,,,,,assumed,
CMU_22_23_justin_22_22_poses_120_jpos,assumed_eligible,75,50.0,2,2,1.0,1.0,0.0,,,,,assumed,
CMU_27_27_11_poses_120_jpos,assumed_eligible,807,50.0,17,17,1.0,1.0,0.0,,,,,assumed,
CMU_28_28_16_poses_120_jpos,assumed_eligible,2334,50.0,47,47,1.0,1.0,0.0,,,,,assumed,
CMU_29_29_13_poses_120_jpos,assumed_eligible,6111,50.0,123,123,1.0,1.0,0.0,,,,,assumed,
CMU_29_29_15_poses_120_jpos,assumed_eligible,1845,50.0,37,37,1.0,1.0,0.0,,,,,assumed,
CMU_29_29_24_poses_120_jpos,assumed_eligible,1772,50.0,36,36,1.0,1.0,0.0,,,,,assumed,
CMU_30_30_09_poses_120_jpos,assumed_eligible,1566,50.0,32,32,1.0,1.0,0.0,,,,,assumed,
CMU_30_30_13_poses_120_jpos,assumed_eligible,819,50.0,17,17,1.0,1.0,0.0,,,,,assumed,
CMU_32_32_01_poses_120_jpos,assumed_eligible,201,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
CMU_35_35_06_poses_120_jpos,assumed_eligible,183,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_35_35_07_poses_120_jpos,assumed_eligible,150,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
CMU_35_35_14_poses_120_jpos,assumed_eligible,171,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_35_35_32_poses_120_jpos,assumed_eligible,163,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_35_35_33_poses_120_jpos,assumed_eligible,175,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
CMU_36_36_04_poses_120_jpos,screened,1553,50.0,32,16,0.5,0.698125,0.27945911139729557,0.27945911139729557,0.27945911139729557,0.6889890534449453,8,torque_limited,0.06
CMU_36_36_18_poses_120_jpos,screened,1793,50.0,36,16,0.4444444444444444,0.5972222222222222,0.35973229224762965,0.35973229224762965,0.35973229224762965,0.5956497490239822,8,torque_limited,0.06
CMU_37_37_01_poses_120_jpos,assumed_eligible,213,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
CMU_38_38_02_poses_120_jpos,assumed_eligible,175,50.0,4,4,1.0,1.0,0.017142857142857144,,,,,assumed,
CMU_39_39_05_poses_120_jpos,assumed_eligible,167,50.0,4,4,1.0,1.0,0.023952095808383235,,,,,assumed,
CMU_40_40_02_poses_120_jpos,assumed_eligible,2081,50.0,42,42,1.0,1.0,0.024987986544930323,,,,,assumed,
CMU_40_40_11_poses_120_jpos,assumed_eligible,2508,50.0,51,51,1.0,1.0,0.0,,,,,assumed,
CMU_40_40_12_poses_120_jpos,assumed_eligible,3515,50.0,71,71,1.0,1.0,0.0,,,,,assumed,
CMU_54_54_21_poses_120_jpos,screened,2912,50.0,59,39,0.6610169491525424,0.7640677966101694,0.11778846153846154,0.11778846153846154,0.11778846153846154,0.760989010989011,27,torque_limited,0.06
CMU_54_54_22_poses_120_jpos,screened,1056,50.0,22,13,0.5909090909090909,0.7209090909090909,0.13920454545454544,0.13920454545454544,0.13920454545454544,0.7509469696969697,11,torque_limited,0.06
CMU_54_54_23_poses_120_jpos,assumed_eligible,1791,50.0,36,36,1.0,1.0,0.0,,,,,assumed,
CMU_55_55_01_poses_120_jpos,assumed_eligible,753,50.0,16,16,1.0,1.0,0.010624169986719787,,,,,assumed,
CMU_55_55_10_poses_120_jpos,assumed_eligible,568,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
CMU_55_55_12_poses_120_jpos,assumed_eligible,865,50.0,18,18,1.0,1.0,0.03815028901734104,,,,,assumed,
CMU_55_55_18_poses_120_jpos,assumed_eligible,2245,50.0,45,45,1.0,1.0,0.0,,,,,assumed,
CMU_60_60_09_poses_60_jpos,screened,2145,50.0,43,12,0.27906976744186046,0.43767441860465117,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.43636363636363634,37,torque_limited,0.06
CMU_60_60_15_poses_60_jpos,assumed_eligible,1783,50.0,36,36,1.0,1.0,0.04374649467190129,,,,,assumed,
CMU_62_62_05_poses_60_jpos,assumed_eligible,965,50.0,20,20,1.0,1.0,0.0,,,,,assumed,
CMU_62_62_14_poses_60_jpos,assumed_eligible,561,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
CMU_62_62_19_poses_60_jpos,assumed_eligible,549,50.0,11,11,1.0,1.0,0.0,,,,,assumed,
CMU_63_63_09_poses_120_jpos,assumed_eligible,188,50.0,4,4,1.0,1.0,0.0425531914893617,,,,,assumed,
CMU_63_63_27_poses_120_jpos,assumed_eligible,237,50.0,5,5,1.0,1.0,0.04219409282700422,,,,,assumed,
CMU_64_64_28_poses_120_jpos,assumed_eligible,215,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
CMU_74_74_05_poses_60_jpos,assumed_eligible,269,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
CMU_74_74_09_poses_120_jpos,assumed_eligible,83,50.0,2,2,1.0,1.0,0.0,,,,,assumed,
CMU_76_76_10_poses_120_jpos,assumed_eligible,569,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
CMU_77_77_02_poses_60_jpos,assumed_eligible,780,50.0,16,16,1.0,1.0,0.0,,,,,assumed,
CMU_77_77_04_poses_60_jpos,assumed_eligible,735,50.0,15,15,1.0,1.0,0.0,,,,,assumed,
CMU_77_77_30_poses_60_jpos,assumed_eligible,1050,50.0,21,21,1.0,1.0,0.0,,,,,assumed,
CMU_78_78_31_poses_120_jpos,screened,333,50.0,7,0,0.0,0.1457142857142857,0.32732732732732733,0.3303303303303303,0.3303303303303303,0.15315315315315314,12,torque_limited,0.06
CMU_79_79_01_poses_60_jpos,assumed_eligible,488,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
CMU_79_79_39_poses_60_jpos,assumed_eligible,673,50.0,14,14,1.0,1.0,0.0,,,,,assumed,
CMU_79_79_54_poses_60_jpos,assumed_eligible,972,50.0,20,20,1.0,1.0,0.0,,,,,assumed,
CMU_79_79_59_poses_60_jpos,assumed_eligible,708,50.0,15,15,1.0,1.0,0.0,,,,,assumed,
CMU_79_79_84_poses_60_jpos,assumed_eligible,730,50.0,15,15,1.0,1.0,0.0,,,,,assumed,
CMU_79_79_89_poses_60_jpos,assumed_eligible,737,50.0,15,15,1.0,1.0,0.0,,,,,assumed,
CMU_79_79_96_poses_60_jpos,assumed_eligible,465,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
CMU_80_80_06_poses_60_jpos,assumed_eligible,801,50.0,17,17,1.0,1.0,0.0,,,,,assumed,
CMU_80_80_16_poses_60_jpos,assumed_eligible,1049,50.0,21,21,1.0,1.0,0.0,,,,,assumed,
CMU_80_80_40_poses_60_jpos,assumed_eligible,762,50.0,16,16,1.0,1.0,0.0,,,,,assumed,
CMU_80_80_47_poses_60_jpos,assumed_eligible,836,50.0,17,17,1.0,1.0,0.0,,,,,assumed,
CMU_82_82_07_poses_120_jpos,screened,499,50.0,10,2,0.2,0.33799999999999997,0.35070140280561124,0.35070140280561124,0.35070140280561124,0.33867735470941884,11,torque_limited,0.06
CMU_83_83_15_poses_120_jpos,screened,218,50.0,5,2,0.4,0.568,0.4954128440366973,0.4954128440366973,0.4954128440366973,0.5045871559633027,1,torque_limited,0.06
CMU_83_83_16_poses_120_jpos,screened,213,50.0,5,3,0.6,0.648,0.4084507042253521,0.4084507042253521,0.4084507042253521,0.5868544600938967,2,torque_limited,0.06
CMU_83_83_34_poses_120_jpos,screened,403,50.0,9,4,0.4444444444444444,0.508888888888889,0.4317617866004963,0.4317617866004963,0.4317617866004963,0.5682382133995038,1,torque_limited,0.06
CMU_83_83_49_poses_120_jpos,screened,190,50.0,4,2,0.5,0.54,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.5684210526315789,3,torque_limited,0.06
CMU_83_83_53_poses_120_jpos,screened,225,50.0,5,2,0.4,0.43200000000000005,0.19555555555555557,0.19555555555555557,0.19555555555555557,0.48,4,torque_limited,0.06
CMU_84_84_01_poses_60_jpos,assumed_eligible,386,50.0,8,8,1.0,1.0,0.0,,,,,assumed,
CMU_84_84_05_poses_60_jpos,assumed_eligible,269,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
CMU_84_84_09_poses_120_jpos,assumed_eligible,83,50.0,2,2,1.0,1.0,0.0,,,,,assumed,
CMU_85_85_09_poses_120_jpos,assumed_eligible,105,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
CMU_89_89_02_poses_120_jpos,assumed_eligible,150,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
CMU_91_91_11_poses_120_jpos,assumed_eligible,776,50.0,16,16,1.0,1.0,0.0,,,,,assumed,
CMU_91_91_12_poses_120_jpos,assumed_eligible,926,50.0,19,19,1.0,1.0,0.0,,,,,assumed,
CMU_91_91_17_poses_120_jpos,assumed_eligible,633,50.0,13,13,1.0,1.0,0.0,,,,,assumed,
DFaust_67_50002_50002_light_hopping_loose_poses_60_jpos,assumed_eligible,195,50.0,4,4,1.0,1.0,0.020512820512820513,,,,,assumed,
DFaust_67_50004_50004_knees_poses_60_jpos,screened,609,50.0,13,8,0.6153846153846154,0.7723076923076923,0.2348111658456486,0.2348111658456486,0.2348111658456486,0.7569786535303776,3,torque_limited,0.06
DFaust_67_50004_50004_shake_hips_poses_60_jpos,assumed_eligible,178,50.0,4,4,1.0,1.0,0.0,,,,,assumed,
DFaust_67_50009_50009_light_hopping_stiff_poses_60_jpos,assumed_eligible,211,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
DFaust_67_50009_50009_one_leg_loose_poses_60_jpos,assumed_eligible,149,50.0,3,3,1.0,1.0,0.0,,,,,assumed,
DFaust_67_50020_50020_knees_poses_60_jpos,assumed_eligible,429,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
DFaust_67_50025_50025_punching_poses_60_jpos,screened,166,50.0,4,2,0.5,0.705,0.13855421686746988,0.13855421686746988,0.13855421686746988,0.6445783132530121,2,torque_limited,0.06
DFaust_67_50027_50027_hips_poses_60_jpos,assumed_eligible,675,50.0,14,14,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_accident-08-damage_rightfoot-aita_poses_120_jpos,screened,1500,50.0,30,21,0.7,0.778,0.162,0.162,0.162,0.778,6,torque_limited,0.06
Eyes_Japan_Dataset_aita_gesture_etc-20-swing_chair-aita_poses_120_jpos,screened,1500,50.0,30,14,0.4666666666666667,0.56,0.44,0.44,0.44,0.56,4,torque_limited,0.06
Eyes_Japan_Dataset_aita_gesture_etc-22-mobile_receive-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_gesture_etc-48-medium_drum-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_greeting-02-bye-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_greeting-10-card_exchange-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_pain-01-headache-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_pose-14-look_up-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_pose-18-applause-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_aita_sitdown_standup-16-reseat-aita_poses_120_jpos,screened,1500,50.0,30,15,0.5,0.5780000000000001,0.39466666666666667,0.39466666666666667,0.39466666666666667,0.578,5,torque_limited,0.06
Eyes_Japan_Dataset_aita_walk-05-backward-aita_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.051333333333333335,,,,,assumed,
Eyes_Japan_Dataset_aita_walk-23-shuffle_oneleg-aita_poses_120_jpos,screened,1500,50.0,30,5,0.16666666666666666,0.26466666666666666,0.422,0.422,0.422,0.26466666666666666,33,torque_limited,0.06
Eyes_Japan_Dataset_hamada_accident-08-damage_rightfoot-hamada_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.056451612903225805,,,,,assumed,
Eyes_Japan_Dataset_hamada_gesture_etc-33-watch_here-hamada_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_hamada_gesture_etc-41-mosh-hamada_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_hamada_gesture_etc-48-medium_drum-hamada_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_hamada_pain-03-toothache-hamada_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_hamada_pose-04-drank-hamada_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.012096774193548387,,,,,assumed,
Eyes_Japan_Dataset_hamada_throw_toss-14-pass_to_right_heavy-hamada_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_hamada_turn-05-turn-hamada_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_hamada_walk-02-drank-hamada_poses_120_jpos,screened,1500,50.0,30,9,0.3,0.4186666666666667,0.22466666666666665,0.22466666666666665,0.22466666666666665,0.4186666666666667,36,torque_limited,0.06
Eyes_Japan_Dataset_hamada_walk-10-shoulder_bag-hamada_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0026666666666666666,,,,,assumed,
Eyes_Japan_Dataset_hamada_walk-17-push_by_back-hamada_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.01,,,,,assumed,
Eyes_Japan_Dataset_kaiwa_gesture_etc-01-set_1-kaiwa_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kaiwa_gesture_etc-31-ok-kaiwa_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kaiwa_greeting-05-salute_(chest)-kaiwa_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kaiwa_greeting-07-bow-kaiwa_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kaiwa_jump-03-vertical-kaiwa_poses_120_jpos,screened,1500,50.0,30,17,0.5666666666666667,0.7586666666666667,0.156,0.156,0.156,0.7586666666666667,16,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_pose-18-applause-kaiwa_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kaiwa_walk-24-listless-kaiwa_poses_120_jpos,assumed_eligible,1480,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.034274193548387094,,,,,assumed,
Eyes_Japan_Dataset_kanno_accident-11-fall_down-kanno_poses_120_jpos,screened,1488,50.0,30,17,0.5666666666666667,0.7853333333333334,0.1297043010752688,0.1297043010752688,0.1297043010752688,0.7836021505376344,18,torque_limited,0.06
Eyes_Japan_Dataset_kanno_accident-13-damage_back-kanno_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.009408602150537635,,,,,assumed,
Eyes_Japan_Dataset_kanno_gesture_etc-41-mosh-kanno_poses_120_jpos,assumed_eligible,1681,50.0,34,34,1.0,1.0,0.05056513979773944,,,,,assumed,
Eyes_Japan_Dataset_kanno_greeting-03-election-kanno_poses_120_jpos,assumed_eligible,1687,50.0,34,34,1.0,1.0,0.007113218731475993,,,,,assumed,
Eyes_Japan_Dataset_kanno_pose-14-look_up-kanno_poses_120_jpos,assumed_eligible,1488,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kawaguchi_gesture_etc-42-hung_over-kawaguchi_poses_120_jpos,assumed_eligible,897,50.0,18,18,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kawaguchi_throw_toss-17-pass_to_back_light-kawaguchi_poses_120_jpos,assumed_eligible,996,50.0,20,20,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kudo_gesture_etc-18-eat-kudo_poses_120_jpos,assumed_eligible,1650,50.0,33,33,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kudo_gesture_etc-45-feel_dizzy_-kudo_poses_250_jpos,assumed_eligible,1650,50.0,33,33,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_kudo_greeting-03-election-kudo_poses_250_jpos,assumed_eligible,1650,50.0,33,33,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_shiono_gesture_etc-10-snip_nail-shiono_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.058666666666666666,,,,,assumed,
Eyes_Japan_Dataset_shiono_gesture_etc-33-watch_here-shiono_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_shiono_gesture_etc-35-west_side-shiono_poses_120_jpos,assumed_eligible,1500,50.0,30,30,1.0,1.0,0.002,,,,,assumed,
Eyes_Japan_Dataset_shiono_throw_toss-13-pass_to_right_light-shiono_poses_120_jpos,assumed_eligible,1417,50.0,29,29,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_shiono_throw_toss-19-pass_to_front_light-shiono_poses_120_jpos,assumed_eligible,1417,50.0,29,29,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_takiguchi_throw_toss-13-pass_to_right_light-takiguchi_poses_120_jpos,assumed_eligible,1199,50.0,24,24,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_takiguchi_throw_toss-16-pass_to_left_heavy-takiguchi_poses_120_jpos,assumed_eligible,1244,50.0,25,25,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_takiguchi_turn-01-call-takiguchi_poses_120_jpos,assumed_eligible,1250,50.0,25,25,1.0,1.0,0.0,,,,,assumed,
Eyes_Japan_Dataset_takiguchi_walk-05-backward-takiguchi_poses_120_jpos,assumed_eligible,1000,50.0,20,20,1.0,1.0,0.01,,,,,assumed,
Eyes_Japan_Dataset_yamaoka_tennis-01-forehand-yamaoka_poses_120_jpos,screened,1240,50.0,25,12,0.48,0.7439999999999999,0.1596774193548387,0.1596774193548387,0.1596774193548387,0.7419354838709677,18,torque_limited,0.06
GRAB_s10_cylindermedium_inspect_1,assumed_eligible,320,50.0,7,7,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_cylindersmall_pass_1,assumed_eligible,280,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_flashlight_on_2,assumed_eligible,450,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_headphones_pass_1,assumed_eligible,242,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_phone_pick_all,assumed_eligible,912,50.0,19,19,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_piggybank_use_1,assumed_eligible,558,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_pyramidlarge_pass_1,assumed_eligible,330,50.0,7,7,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_pyramidmedium_pick_all,assumed_eligible,432,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_spherelarge_pass_1,assumed_eligible,248,50.0,5,5,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_spheremedium_pick_all,assumed_eligible,337,50.0,7,7,1.0,1.0,0.0,,,,,assumed,
GRAB_s10_stamp_pass_1,assumed_eligible,297,50.0,6,6,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_binoculars_see_1,assumed_eligible,785,50.0,16,16,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_cubelarge_pass_1,assumed_eligible,338,50.0,7,7,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_cubemedium_pick_all,assumed_eligible,1177,50.0,24,24,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_cubesmall_pass_1,assumed_eligible,475,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_cubesmall_pick_all,assumed_eligible,1331,50.0,27,27,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_cup_pick_all,assumed_eligible,1556,50.0,32,32,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_cylinderlarge_offhand_1,assumed_eligible,524,50.0,11,11,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_cylindersmall_offhand_1,assumed_eligible,416,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_eyeglasses_clean_1,assumed_eligible,728,50.0,15,15,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_eyeglasses_pass_1,assumed_eligible,439,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_hammer_use_3,assumed_eligible,750,50.0,15,15,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_mouse_offhand_1,assumed_eligible,362,50.0,8,8,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_mug_drink_2,assumed_eligible,628,50.0,13,13,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_pyramidlarge_offhand_1,assumed_eligible,534,50.0,11,11,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_pyramidsmall_inspect_1,assumed_eligible,423,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_scissors_pass_1,assumed_eligible,431,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_stamp_offhand_1,assumed_eligible,572,50.0,12,12,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_stanfordbunny_pick_all,assumed_eligible,1565,50.0,32,32,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_torusmedium_offhand_1,assumed_eligible,480,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
GRAB_s1_watch_offhand_1,assumed_eligible,476,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_banana_eat_1,assumed_eligible,613,50.0,13,13,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_camera_pass_1,assumed_eligible,363,50.0,8,8,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_cubelarge_inspect_1,assumed_eligible,730,50.0,15,15,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_flashlight_on_2,assumed_eligible,478,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_gamecontroller_play_1,assumed_eligible,430,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_hand_inspect_1,assumed_eligible,484,50.0,10,10,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_hand_pick_all,assumed_eligible,1109,50.0,23,23,1.0,1.0,0.0,,,,,assumed,
GRAB_s2_pyramidlarge_inspect_1,assumed_eligible,401,50.0,9,9,1.0,1.0,0.0,,,,,assumed,
