clip,fps,frames,guard_s,guard_mode,min_seg_s,bin_frames,severity,source_screen_sha256,source_motion_sha256,reducer_sha256,airborne_frac,infeasible_frac,torque_infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m,n_feasible_segments,n_bins,n_bins_eligible,bin_eligible_frac,unsupported_ratio_p95
KIT_9_walking_slow01_poses_100_jpos,50.0,312,0.0,symmetric,0.0,50,severe,254605bf7fdddb77f6b07f8a119fee80640130f4e4e7b8c7970c2d2e89d95282,69e6ec1b3e1dcf8937783e07b6998a80cf44db88ffb93466d812e80cbbeaf7df,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.05211317423080163
GRAB_s10_pyramidlarge_pass_1,50.0,330,0.0,symmetric,0.0,50,severe,ece344d5c479e0aeba897f1f81fab1bbb9216d21c7f7bd61035a62be9ab41dda,b611fb13a86ade27bc369caa3065b615da645749f3bbcd8e578b013853a49653,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.03821734689850516
GRAB_s2_pyramidmedium_pass_1,50.0,470,0.0,symmetric,0.0,50,severe,c362118bfb61ecb57974b07b465f5bc4a971bbdbd80dd8e816cdab32565016c8,8dc29635267fd51b11ebf438e219bb9103aada73d3cfa6a4b95d4aa57c0441da,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,10,10,1.0,0.017793996715943946
GRAB_s7_gamecontroller_pick_all,50.0,1023,0.0,symmetric,0.0,50,severe,3af236cb0218bf3efa8096535fb14a2d1aa0ab72a900dff429977610eb863e70,560dc5de3868e6de076d1f329bdc85652d45726a8519aa8ad79a795a73b7afd2,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,21,21,1.0,0.015562103657071292
GRAB_s6_apple_pick_all,50.0,978,0.0,symmetric,0.0,50,severe,e8b8f1572f4b6ab9c2f73438fd0510638e947ea3fc0256c82cef93629b1f4023,6d8f3f962247baf4b780f0f3cad5e935eb143713720d22b28c88eaa4fd0383ad,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,20,20,1.0,0.019307403653124798
GRAB_s2_hand_inspect_1,50.0,484,0.0,symmetric,0.0,50,severe,ed8a70825a91f217865852391c44bb4a6a366ec56864350eb5f3bb5dadb7f419,dcca999435b99c4a78ef26cfa3d40dc6e983c72400ea66cbde686693669d9b8e,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,10,10,1.0,0.0008254946930076906
BMLmovi_Subject_20_F_MoSh_Subject_20_F_17_poses_120_jpos,50.0,97,0.0,symmetric,0.0,50,severe,71bf8085e4a1ab8a1f7ef035a0e80b55529b07217602a9bdc4308e8a7270fb15,c0498bf55318eb89ae501cb2574824bddc2716546d1ae659832ad3f0793f2d88,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,2,2,1.0,0.04732836239910877
GRAB_s1_pyramidsmall_inspect_1,50.0,423,0.0,symmetric,0.0,50,severe,ef0d599684864c8d07583afa022ebf9a5a08f51c3153c60ef38935d7ff7e322d,811c349ef0fcc64bbf99a44beb359ba2502e2369bb6a3bda49f4ece82378b0a7,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,9,9,1.0,0.009080441623084804
GRAB_s8_stanfordbunny_pass_1,50.0,388,0.0,symmetric,0.0,50,severe,55b53176f74923a586ab1f1e247a03141d1a7080ad44b7f7bce629c78a2eea29,509b174aded41cdb79edf53c2c6e570be311712c3b2cc2d92ea34a6de65af898,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,8,8,1.0,0.08057745420080824
KIT_6_LeftTurn03_1_poses_100_jpos,50.0,273,0.0,symmetric,0.0,50,severe,68b851f507e75193be057483c69c555313c323894d86b85df93b317ca609fe70,e3a772a0be08c9adaa6076846f41738a910c4eacd0f2882cc9a388ed6350d917,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.024764840790231342
KIT_675_double_pour_and_mixing04_poses_100_jpos,50.0,1131,0.0,symmetric,0.0,50,severe,d6515182d91eb0cc90ae4992a9b5907648432b3f6cd6fb0967128d27dbdbf569,2f8651687f1ce7e1b0d50c51933b2e73db497f0153656a87a90a98c529ba3b61,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,23,23,1.0,0.06344079585151857
KIT_572_punch_left05_poses_100_jpos,50.0,323,0.0,symmetric,0.0,50,severe,1a0e3d650c8b5b46017a1f9aa7107e76b6fb67642f7bb49625fae85fe991e064,4f86d652ef092b3060df1bcda2ffb69952232e20518b5f7a67d43e15ed9db89e,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.05014115913083877
GRAB_s1_pyramidlarge_offhand_1,50.0,534,0.0,symmetric,0.0,50,severe,72e7325c036a492789998a78024a587a10fe4914857335bd515b40126fc074df,50e8cd049204d9dd46d586306ad8383c686b937f84ab74d24ccfda90156ec782,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,11,11,1.0,0.02578906568711127
KIT_8_WalkingStraightBackwards03_poses_100_jpos,50.0,288,0.0,symmetric,0.0,50,severe,575d2ce4f2ffd65d1c6e4d1d13fe1bbce44348a932ee80960b53552c013931ee,646ccb4c49f7f63d9001140602a50103ac7cd38b6f45df0791dde96389f445de,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.013452506108273816
GRAB_s1_watch_offhand_1,50.0,476,0.0,symmetric,0.0,50,severe,ca28c2c97e9ff8fe08f2f353dbecb17bf6289efc4b1c79cd12dfb9f27c29d149,786a0fd86f4e675d0174fa16f3191ce4c9c70d749c7858261d7e1fbd90386617,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,10,10,1.0,0.03523639384042176
KIT_200_Kniebeuge06_poses_100_jpos,50.0,220,0.0,symmetric,0.0,50,severe,c61c44ba37f2b3c47a24cdc7513606ce0810b3f98fb0fcb65cfe46b443b16b58,adc6410043672b574e0b79ae1b96bea58f9a3ad9c49653fcd8c0a51cc17bf9cc,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.29545454545454547,0.29545454545454547,0.0,0.29545454545454547,0.29545454545454547,0.7045454545454546,1,torque_limited,0.06,2,5,3,0.6,1.137822138801055
GRAB_s4_cubemedium_inspect_1,50.0,499,0.0,symmetric,0.0,50,severe,a39dcab95eda2901d9b4063c97d7c73a4d5d953e39ace9f1d91a354aceb1545f,94800612cfdd0fffe43deab1a04811309f9096d422ba150dc265db49586969d5,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,10,10,1.0,0.027913950174668137
KIT_674_shower_left_arm10_poses_100_jpos,50.0,608,0.0,symmetric,0.0,50,severe,5c88c7033e6602516fe1f1cad7524c2a505ea15ebfcf9e13a6d0956601a3f2b2,f42c66d5775127ef5ccb13ec5c3f75692f72569ac0cf939c38c69dde419d718b,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,13,13,1.0,0.1415417659733037
GRAB_s10_piggybank_use_1,50.0,558,0.0,symmetric,0.0,50,severe,4c899920bdbd43621f90bf5e9ecf249c2ee95b83e3b40d6a0dbd1833d92e905f,34c9b594b6f0f0b0d65a878c6e5e97819809f32997b42352372a176d88b1d645,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,12,12,1.0,0.005549158769662942
KIT_3_push_from_the_left_side09_poses_100_jpos,50.0,244,0.0,symmetric,0.0,50,severe,ac2b620b60138b4e58c18a7ecb31fa0d35da1e7467dca2237d4e57d22d1271ee,84d07cba32b1621fcf1668995aa7a76fb68c943c8e6e172c7988b1e04e415085,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.01585255549349994
GRAB_s1_cylindersmall_offhand_1,50.0,416,0.0,symmetric,0.0,50,severe,ed68a6bf6927b4a43720bf6d44f10b595df50e449f1a1837af0649d2d81e6a84,cbd76e4de76e8d25939188c9bfbb514bbf224817c0dd98792ee5c8e0af01b5ee,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,9,9,1.0,0.03179683261955629
KIT_675_dry_right_arm_014_poses_100_jpos,50.0,1005,0.0,symmetric,0.0,50,severe,67b1282b5aee7f67ab7c691f5516405a07c15b7beb24a77688d2cb25fbbfd939,6796b99d6db5652a4b709a2688f980c0eb921c5016ff25a45b13b0864af41917,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.011940298507462687,0.011940298507462687,0.0,0.011940298507462687,0.011940298507462687,0.9880597014925373,1,torque_limited,0.06,2,21,20,0.9523809523809523,0.09104900725099868
GRAB_s9_pyramidmedium_inspect_1,50.0,256,0.0,symmetric,0.0,50,severe,a0dfba0a68c42440b74a57325d4c3646b001379944a155a26866b6dea40c803a,105756d1504412e26a32274250984534af9bc1daf1d818e4c09151e5d34f3198,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.018497195898876495
GRAB_s1_eyeglasses_clean_1,50.0,728,0.0,symmetric,0.0,50,severe,91c193168331ad39b2f712838a4258f576af49da78a6cdd6afa25cae245817b7,0f9f0ad09ec910f511618d9f02347ea0496f81437bcbab9ca651170317276b1a,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,15,15,1.0,0.010089379581205362
KIT_442_PizzaDelivery05_poses_100_jpos,50.0,1500,0.0,symmetric,0.0,50,severe,80ca3eda5862a8ebc4f793e79ffd2a87f6797581a9c8ccea9030df8158b3606d,1fe73ebeaeca9fc987acc619bc8637793df7023e257b544492f5fc5a539a2512,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,30,30,1.0,0.050156446069598154
KIT_572_stomp_right02_poses_100_jpos,50.0,267,0.0,symmetric,0.0,50,severe,d91f920f70a75c32493a8fd91ae43dfbb41fb1e3066f1f104cca2e272976283a,68903ad987ea6fafb4b9ba6aa484bbd5ccbaabc5e26cdc90bab9ad858f4925c8,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.019903594264741475
GRAB_s6_camera_pick_all,50.0,779,0.0,symmetric,0.0,50,severe,61ddf456868be1dfd8bbff6903719cff2a21719e2033732342566c7011efb461,d40c0b03d5bbb43fd8eb513da59c40abd71eb7c28a94be5d98962bbe894f570f,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,16,16,1.0,0.017151945288049086
KIT_3_seesaw_backwards07_poses_100_jpos,50.0,674,0.0,symmetric,0.0,50,severe,5a45c800c6cd92327aa0e9c98c9af015a86c10641e82d39697d728da30792209,433ce7627792872ee4898d842a7fa0a8d3f13a9ec46d990cbe14bed99c008d39,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.2433234421364985,0.2433234421364985,0.0,0.2433234421364985,0.2433234421364985,0.7566765578635015,3,torque_limited,0.06,4,14,10,0.7142857142857143,1.0212745176993738
KIT_200_Kniebeuge04_poses_100_jpos,50.0,218,0.0,symmetric,0.0,50,severe,0104ed950980e1127f40198fd9e70d890179e3bf2cc5404707dc8847449f8e21,2ff1ea83b842b8a4660105219b50a0a151656a11972f4617e456a2df0789533c,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.3211009174311927,0.3211009174311927,0.0,0.3211009174311927,0.3211009174311927,0.6788990825688074,1,torque_limited,0.06,2,5,3,0.6,1.1217249922874046
GRAB_s1_mug_drink_2,50.0,628,0.0,symmetric,0.0,50,severe,cea866bbf88800b55a695e6f7eed876e5d2761d2b65bf91afc89a999eac38f08,aa45699d5375dcf21b5eaaa60170885599f661f9f6112765bdd8fec48f324585,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,13,13,1.0,0.02843370609248784
KIT_3_squat05_poses_100_jpos,50.0,275,0.0,symmetric,0.0,50,severe,5b5e9f4bb6c91976d3f5838ca31fb6dacc5be2542cd74de5e09f228178ef159b,0f12024cd2c68b7ab0933741b1767eac339a43b3643ccd1b5960dd3953f2c69f,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.2581818181818182,0.2581818181818182,0.0,0.2581818181818182,0.2581818181818182,0.7418181818181818,1,torque_limited,0.06,2,6,4,0.6666666666666666,1.056113451132051
GRAB_s9_alarmclock_see_1,50.0,338,0.0,symmetric,0.0,50,severe,d7f430b58c95305708e080615cd8a519add51dc00c94eb57b1e32dd9a12573c7,813c94977136cbb8c591f15534ca310a77a056e1b13ee3f6fd4e7c61069d6b81,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.019659003244591043
GRAB_s2_flashlight_on_2,50.0,478,0.0,symmetric,0.0,50,severe,b6a80233ff09f44275283caf4d84d7182ac7420c46e7e8309eb71afe1981d909,13768ae24e4363145251fd1460e41995b47d86fa5f55ca316997e79c12de2f8c,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,10,10,1.0,0.007475313053347588
KIT_424_seesaw01_poses_100_jpos,50.0,437,0.0,symmetric,0.0,50,severe,6174fceb08eee0bbd2ba1ade7e938481d1afe8c44167e677e209d6416cbdc9e4,d95ada37513cd47001a4855fc98e62232937f1f122db087207b68018d7dde3e1,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.18764302059496568,0.18764302059496568,0.0,0.18764302059496568,0.18764302059496568,0.8123569794050344,1,torque_limited,0.06,2,9,6,0.6666666666666666,0.9991543173145189
KIT_424_seesaw_backwards03_poses_100_jpos,50.0,438,0.0,symmetric,0.0,50,severe,135052510e990119996844ec3aa622022939fcc5ee5db48f5b65889b118dfeac,85dbd2ace6a5dd76cddb8e7dd1a9ffa7e70a51d7087ba1e31ed50c4dd3947f8e,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.1735159817351598,0.1735159817351598,0.0,0.1735159817351598,0.1735159817351598,0.8264840182648402,2,torque_limited,0.06,3,9,6,0.6666666666666666,1.0187674597428316
KIT_3_go_over_beam01_poses_100_jpos,50.0,518,0.0,symmetric,0.0,50,severe,10ac0ddb0220bf07bc52054b7e74932999f5ce88ffa9a0374dde7ff0c2849cc2,902f031eebf55324d07ba113426217974c70cf01885c8d7a6fd4c9fbf913146a,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.3436293436293436,0.3436293436293436,0.0,0.3436293436293436,0.3436293436293436,0.6563706563706564,1,torque_limited,0.06,2,11,7,0.6363636363636364,1.0189509030079444
KIT_551_mixing_cooking_spoon03_poses_100_jpos,50.0,401,0.0,symmetric,0.0,50,severe,067d8ae977e46c5d77a1f8c61d5a5fc842a3742fb8145e1e4030c9f0089a5198,7bbb82dd8553fdc31e7c2180573a4df18fc21e649786fc7ade977f9c041eddf1,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,9,9,1.0,0.026905012216547633
CMU_76_76_10_poses_120_jpos,50.0,569,0.0,symmetric,0.0,50,severe,a8164c4c46ec072bacc3686a2029469e6b0dca81be09234b79c9097ec0eacfb5,1186f6bcd91d5b7fcf249d76a17433a659c9aafd314bfa57fd32ec844fb4f3ed,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,12,12,1.0,0.03901226771399411
KIT_205_walking_slow07_poses_100_jpos,50.0,283,0.0,symmetric,0.0,50,severe,34a4e5a7edecd0db55ae13f3eaf797e572cbda96a40e599852f610d8fd223346,39c8a7afbfd49efbd9d7ad5e67de0e4c5ec07cd60431b366511f8d5f8248ca47,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.021982617936020164
GRAB_s2_banana_eat_1,50.0,613,0.0,symmetric,0.0,50,severe,f50f0b354380c51abd347a3e28be1b694a04e5d4400a205e6fc2ea05a8c7831a,35804dda823aaa7a4cc88f76b49bb069bdd3b2ed38670b553b37b518b4315dfd,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,13,13,1.0,0.018466622021357685
GRAB_s9_alarmclock_pass_1,50.0,267,0.0,symmetric,0.0,50,severe,4903c648274051e68e8107025302a7f890ed87cb2813425e262d7b27b8ff1730,054a299dbec6f7811572685e4e8d68b692b36a48a724ae2ceae809ae41de1ce9,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.010609135499025028
GRAB_s6_spheremedium_pick_all,50.0,942,0.0,symmetric,0.0,50,severe,223703b6c6a2e34303c81d7bf29b1fb2441ed74c80338e4bf324b2cc7c7a52fa,f89eff23344223906d4e629f3d625b21221f484ff4985acc314ff98704a18844,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,19,19,1.0,0.009783640806017322
KIT_6_RightTurn10_1_poses_100_jpos,50.0,260,0.0,symmetric,0.0,50,severe,a0a53541fcf610ca8b9fd11012808e8447a9b77ce65ca79f8a8bca8e83b20e2c,b4cee7e00c9320251cfb71ae693e07a51930b8456b33688c9ae78b41691c2c95,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.018084448552372626
TCD_handMocap_ExperimentDatabase_Walking02_B_poses_150_jpos,50.0,200,0.0,symmetric,0.0,50,severe,37e861b0c217bd7128ecddc4429536ec50ac306a93ee8872d6cccacd6186d0ed,43990c4015c3c990f25a7a439f71322f634893e7824f5d5ae179f4f7fd6e4026,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,4,4,1.0,0.05199087872072641
Eyes_Japan_Dataset_aita_pain-01-headache-aita_poses_120_jpos,50.0,1500,0.0,symmetric,0.0,50,severe,bfc98cb8e8ac48f2396591c32e3c654116c242367e3561e1f8256469954da05b,152579dc1f2fb041770442e73da79b61fee52d76e3864b7bc73565f5ed0dbdc5,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,30,30,1.0,0.020805523651546195
GRAB_s7_wineglass_drink_2,50.0,402,0.0,symmetric,0.0,50,severe,a6867762bd20a90a1a5a3ee61173d066f842ebf2bff54d9a6879f2ec24c9fa0c,dae924ab057c49f3889e7a66fcfd6bb52b293c76b0a3734bb96817dcbb682afe,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,9,9,1.0,0.012810454680378922
GRAB_s7_lightbulb_pass_1,50.0,213,0.0,symmetric,0.0,50,severe,8092943b79d4c60c0ba31dbe50609fc0ba81c67b9772d30ae9a06501a09a86df,888e44f99adef10c94c85649b4fd7226d57df12a4a0bcf87c7aaed556ffa07c8,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.038095051388429745
KIT_4_WalkingStraightBackwards02_poses_100_jpos,50.0,275,0.0,symmetric,0.0,50,severe,6fe4bd3c467fb6640c35682f16cebf6e2140cb13890af4e50bdb3bb765daeb60,bc6909aacf6240f54bb34eed0e6a7bc9a105cc64d6688ee08c73cfa59bbbddf4,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,6,6,1.0,0.026599273441359587
CMU_54_54_23_poses_120_jpos,50.0,1791,0.0,symmetric,0.0,50,severe,ccdd12f9e4d265b8de6e8421d7a894e7414263546f157a9875cdf235fd4581d7,4212853381869f4f6cc6b757d667a6bc86648d9726d4376d8f11080ebf50034e,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,36,36,1.0,0.08774702847896784
GRAB_s1_hammer_use_3,50.0,750,0.0,symmetric,0.0,50,severe,a7db6caa628f1bc7282da0e7311afda67d82b6dac1e76a5ceb18442ac5b6c229,f1e4a5bb60878af8acfc56eefdcc0d67816a2e32758d700f80df166d1d1e9361,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,15,15,1.0,0.04480601750380743
KIT_424_seesaw09_poses_100_jpos,50.0,300,0.0,symmetric,0.0,50,severe,aa76ccef3081b8a9fec1b1a86f6c1601e839730c17763c1c60a0d99a32ceff6d,c81fb81ecf1044f0a9c144f4d412283b7889248c132505600e21f4c040588bd4,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,0.8866666666666667,1,torque_limited,0.06,2,6,4,0.6666666666666666,0.9647739920446237
KIT_6_WalkingStraightBackwards08_poses_100_jpos,50.0,242,0.0,symmetric,0.0,50,severe,1d5d14edf8d24ad8bd9332c927b84412392eb5b3217282c386a232b1b7d216d7,d3fddbf0252b8db222c50ca87ebc60db4ad639591bb97afa84be3593c8c27574,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,5,5,1.0,0.030512729763766504
GRAB_s7_cubemedium_pick_all,50.0,1490,0.0,symmetric,0.0,50,severe,09094a922378f98c04821dcac97eca2d60954bb68b387720d73c4746ca1b6f0f,d2a2fa9eff485c98b4746aabee8b01d161afd86fc20dd9d7462ff9366e75f02a,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,30,30,1.0,0.0
KIT_3_walking_slow07_poses_100_jpos,50.0,323,0.0,symmetric,0.0,50,severe,a74eabcde498bcce6457d3623abc6b80deda5db9ff1b0e41594bcdba02da886a,d6a911b275039f4069677034b7621084b0621f6a01f09a372468e8b34289d240,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.07732133624505563
KIT_3_bend_left08_poses_100_jpos,50.0,350,0.0,symmetric,0.0,50,severe,abb2adbdee2d8a8aa43379a372b1e6c96b962ff285538890b478f41cb1147a18,aae78add3f3b4fd2fedde5ea7ab7274a6caf636dba6249a568a8bbbce71fc9ee,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,7,7,1.0,0.05937447014151763
Eyes_Japan_Dataset_kaiwa_greeting-05-salute_(chest)-kaiwa_poses_120_jpos,50.0,1500,0.0,symmetric,0.0,50,severe,c2616e68a5ff1ecea2cb3660bc9219081cef99ee1a29305046306ca8d63759ec,fae95151049ff07e7e1a6dddcc69b6d3ade5bf1aebeda49162c50d25ac7c8b6d,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,30,30,1.0,0.04891820403008661
CMU_79_79_89_poses_60_jpos,50.0,737,0.0,symmetric,0.0,50,severe,bb6f6d926ed5df694da7ecac83647873c2b4be42e066d8927e79343e5dd7013a,98ebb8d5c48bf1628e585a23b426da15d0762ac9c1b4aeda84976b4b57e14ffb,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,15,15,1.0,0.04402638362707795
GRAB_s5_cylinderlarge_inspect_1,50.0,458,0.0,symmetric,0.0,50,severe,4cf80fd1873c9794825d6632ce421d7e24bf81fea235b78b90f4f60b7be523b8,ec0aad5a1a2a0e561ab37380ae03d5febba120ec8be2130fa5bad87c0769b508,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,10,10,1.0,0.015944277126056346
BMLmovi_Subject_41_F_MoSh_Subject_41_F_2_poses_120_jpos,50.0,409,0.0,symmetric,0.0,50,severe,89baf8212eb428e8d186ab88db8e9aa10a1fb56afd5a18ff47b1eb60c7342ca2,81e1da364c04570f96e7b0f7cf269ed2caf6eb34ea9f6f9fdec3e5edd94eb716,993c448af3185f955bea7f7718c1849837b7d9957366bbf3d8fcd618f208915b,0.0,0.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06,1,9,9,1.0,0.03442618608617344
