clip,frames,fps,infeasible_frac,severe_frac,n_bins,n_elig_g0,elig_frac_g0,soft_frac_g0,n_elig_g1,elig_frac_g1,soft_frac_g1
CMU_144_144_17_poses_120_jpos,1175,50.0,0.34808510638297874,0.34808510638297874,24,6,0.25,0.480833,0,0.0,0.0
CMU_144_144_28_poses_120_jpos,953,50.0,0.030430220356768102,0.030430220356768102,20,15,0.75,0.936,8,0.4,0.564
CMU_15_15_01_poses_120_jpos,2302,50.0,0.0,0.0,47,47,1.0,1.0,47,1.0,1.0
CMU_16_16_35_poses_120_jpos,68,50.0,0.11764705882352941,0.11764705882352941,2,0,0.0,0.848889,0,0.0,0.0
CMU_17_17_09_poses_120_jpos,2533,50.0,0.0,0.0,51,51,1.0,1.0,51,1.0,1.0
CMU_18_19_Justin_18_07_poses_120_jpos,121,50.0,0.1487603305785124,0.1487603305785124,3,1,0.333333,0.606667,0,0.0,0.0
CMU_18_19_Justin_18_15_poses_120_jpos,640,50.0,0.11875,0.11875,13,9,0.692308,0.844615,5,0.384615,0.536923
CMU_20_21_rory1_20_08_poses_120_jpos,89,50.0,0.0,0.0,2,2,1.0,1.0,2,1.0,1.0
CMU_22_23_justin_22_06_poses_120_jpos,210,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
CMU_22_23_justin_22_12_poses_120_jpos,127,50.0,0.07086614173228346,0.07086614173228346,3,1,0.333333,0.728148,0,0.0,0.0
CMU_22_23_justin_22_22_poses_120_jpos,75,50.0,0.0,0.0,2,2,1.0,1.0,2,1.0,1.0
CMU_27_27_11_poses_120_jpos,807,50.0,0.0,0.0,17,17,1.0,1.0,17,1.0,1.0
CMU_28_28_16_poses_120_jpos,2334,50.0,0.0,0.0,47,47,1.0,1.0,47,1.0,1.0
CMU_29_29_13_poses_120_jpos,6111,50.0,0.0,0.0,123,123,1.0,1.0,123,1.0,1.0
CMU_29_29_15_poses_120_jpos,1845,50.0,0.0,0.0,37,37,1.0,1.0,37,1.0,1.0
CMU_29_29_24_poses_120_jpos,1772,50.0,0.0,0.0,36,36,1.0,1.0,36,1.0,1.0
CMU_30_30_09_poses_120_jpos,1566,50.0,0.0,0.0,32,32,1.0,1.0,32,1.0,1.0
CMU_30_30_13_poses_120_jpos,819,50.0,0.0,0.0,17,17,1.0,1.0,17,1.0,1.0
CMU_32_32_01_poses_120_jpos,201,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
CMU_35_35_06_poses_120_jpos,183,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
CMU_35_35_07_poses_120_jpos,150,50.0,0.0,0.0,3,3,1.0,1.0,3,1.0,1.0
CMU_35_35_14_poses_120_jpos,171,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
CMU_35_35_32_poses_120_jpos,163,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
CMU_35_35_33_poses_120_jpos,175,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
CMU_36_36_04_poses_120_jpos,1553,50.0,0.27945911139729557,0.27945911139729557,32,16,0.5,0.698125,6,0.1875,0.2975
CMU_36_36_18_poses_120_jpos,1793,50.0,0.35973229224762965,0.35973229224762965,36,16,0.444444,0.597222,10,0.277778,0.341111
CMU_37_37_01_poses_120_jpos,213,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
CMU_38_38_02_poses_120_jpos,175,50.0,0.017142857142857144,0.017142857142857144,4,3,0.75,0.97,2,0.5,0.61
CMU_39_39_05_poses_120_jpos,167,50.0,0.023952095808383235,0.023952095808383235,4,2,0.5,0.945882,0,0.0,0.31
CMU_40_40_02_poses_120_jpos,2081,50.0,0.024987986544930323,0.024987986544930323,42,36,0.857143,0.975238,28,0.666667,0.784762
CMU_40_40_11_poses_120_jpos,2508,50.0,0.0,0.0,51,51,1.0,1.0,51,1.0,1.0
CMU_40_40_12_poses_120_jpos,3515,50.0,0.0,0.0,71,71,1.0,1.0,71,1.0,1.0
CMU_54_54_21_poses_120_jpos,2912,50.0,0.11778846153846154,0.11778846153846154,59,39,0.661017,0.764068,25,0.423729,0.458644
CMU_54_54_22_poses_120_jpos,1056,50.0,0.13920454545454544,0.13920454545454544,22,13,0.590909,0.720909,8,0.363636,0.430909
CMU_54_54_23_poses_120_jpos,1791,50.0,0.0,0.0,36,36,1.0,1.0,36,1.0,1.0
CMU_55_55_01_poses_120_jpos,753,50.0,0.010624169986719787,0.010624169986719787,16,13,0.8125,0.99,7,0.4375,0.595
CMU_55_55_10_poses_120_jpos,568,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
CMU_55_55_12_poses_120_jpos,865,50.0,0.03815028901734104,0.03815028901734104,18,17,0.944444,0.963333,15,0.833333,0.852222
CMU_55_55_18_poses_120_jpos,2245,50.0,0.0,0.0,45,45,1.0,1.0,45,1.0,1.0
CMU_60_60_09_poses_60_jpos,2145,50.0,0.26666666666666666,0.26666666666666666,43,12,0.27907,0.437674,7,0.162791,0.190233
CMU_60_60_15_poses_60_jpos,1783,50.0,0.04374649467190129,0.04374649467190129,36,25,0.694444,0.863333,16,0.444444,0.489444
CMU_62_62_05_poses_60_jpos,965,50.0,0.0,0.0,20,20,1.0,1.0,20,1.0,1.0
CMU_62_62_14_poses_60_jpos,561,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
CMU_62_62_19_poses_60_jpos,549,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
CMU_63_63_09_poses_120_jpos,188,50.0,0.0425531914893617,0.05851063829787234,4,2,0.5,0.6,1,0.25,0.35
CMU_63_63_27_poses_120_jpos,237,50.0,0.04219409282700422,0.04219409282700422,5,4,0.8,0.96,2,0.4,0.56
CMU_64_64_28_poses_120_jpos,215,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
CMU_74_74_05_poses_60_jpos,269,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
CMU_74_74_09_poses_120_jpos,83,50.0,0.0,0.0,2,2,1.0,1.0,2,1.0,1.0
CMU_76_76_10_poses_120_jpos,569,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
CMU_77_77_02_poses_60_jpos,780,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
CMU_77_77_04_poses_60_jpos,735,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
CMU_77_77_30_poses_60_jpos,1050,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
CMU_78_78_31_poses_120_jpos,333,50.0,0.32732732732732733,0.3303303303303303,7,0,0.0,0.145714,0,0.0,0.0
CMU_79_79_01_poses_60_jpos,488,50.0,0.0,0.02459016393442623,10,8,0.8,0.976,4,0.4,0.576
CMU_79_79_39_poses_60_jpos,673,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
CMU_79_79_54_poses_60_jpos,972,50.0,0.0,0.0,20,20,1.0,1.0,20,1.0,1.0
CMU_79_79_59_poses_60_jpos,708,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
CMU_79_79_84_poses_60_jpos,730,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
CMU_79_79_89_poses_60_jpos,737,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
CMU_79_79_96_poses_60_jpos,465,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
CMU_80_80_06_poses_60_jpos,801,50.0,0.0,0.0,17,17,1.0,1.0,17,1.0,1.0
CMU_80_80_16_poses_60_jpos,1049,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
CMU_80_80_40_poses_60_jpos,762,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
CMU_80_80_47_poses_60_jpos,836,50.0,0.0,0.0,17,17,1.0,1.0,17,1.0,1.0
CMU_82_82_07_poses_120_jpos,499,50.0,0.35070140280561124,0.35070140280561124,10,2,0.2,0.338,1,0.1,0.114
CMU_83_83_15_poses_120_jpos,218,50.0,0.4954128440366973,0.4954128440366973,5,2,0.4,0.568,1,0.2,0.368
CMU_83_83_16_poses_120_jpos,213,50.0,0.4084507042253521,0.4084507042253521,5,3,0.6,0.648,2,0.4,0.448
CMU_83_83_34_poses_120_jpos,403,50.0,0.4317617866004963,0.4317617866004963,9,4,0.444444,0.508889,3,0.333333,0.397778
CMU_83_83_49_poses_120_jpos,190,50.0,0.10526315789473684,0.10526315789473684,4,2,0.5,0.54,1,0.25,0.29
CMU_83_83_53_poses_120_jpos,225,50.0,0.19555555555555557,0.19555555555555557,5,2,0.4,0.432,1,0.2,0.232
CMU_84_84_01_poses_60_jpos,386,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
CMU_84_84_05_poses_60_jpos,269,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
CMU_84_84_09_poses_120_jpos,83,50.0,0.0,0.0,2,2,1.0,1.0,2,1.0,1.0
CMU_85_85_09_poses_120_jpos,105,50.0,0.0,0.0,3,3,1.0,1.0,3,1.0,1.0
CMU_89_89_02_poses_120_jpos,150,50.0,0.0,0.0,3,3,1.0,1.0,3,1.0,1.0
CMU_91_91_11_poses_120_jpos,776,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
CMU_91_91_12_poses_120_jpos,926,50.0,0.0,0.0,19,19,1.0,1.0,19,1.0,1.0
CMU_91_91_17_poses_120_jpos,633,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
DFaust_67_50002_50002_light_hopping_loose_poses_60_jpos,195,50.0,0.020512820512820513,0.020512820512820513,4,2,0.5,0.685,0,0.0,0.0
DFaust_67_50004_50004_knees_poses_60_jpos,609,50.0,0.2348111658456486,0.2348111658456486,13,8,0.615385,0.772308,4,0.307692,0.409231
DFaust_67_50004_50004_shake_hips_poses_60_jpos,178,50.0,0.0,0.0,4,4,1.0,1.0,4,1.0,1.0
DFaust_67_50009_50009_light_hopping_stiff_poses_60_jpos,211,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
DFaust_67_50009_50009_one_leg_loose_poses_60_jpos,149,50.0,0.0,0.0,3,3,1.0,1.0,3,1.0,1.0
DFaust_67_50020_50020_knees_poses_60_jpos,429,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
DFaust_67_50025_50025_punching_poses_60_jpos,166,50.0,0.13855421686746988,0.13855421686746988,4,2,0.5,0.705,1,0.25,0.455
DFaust_67_50027_50027_hips_poses_60_jpos,675,50.0,0.0,0.0,14,14,1.0,1.0,14,1.0,1.0
Eyes_Japan_Dataset_aita_accident-08-damage_rightfoot-aita_poses_120_jpos,1500,50.0,0.162,0.162,30,21,0.7,0.778,16,0.533333,0.550667
Eyes_Japan_Dataset_aita_gesture_etc-20-swing_chair-aita_poses_120_jpos,1500,50.0,0.44,0.44,30,14,0.466667,0.56,6,0.2,0.264
Eyes_Japan_Dataset_aita_gesture_etc-22-mobile_receive-aita_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_aita_gesture_etc-48-medium_drum-aita_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_aita_greeting-02-bye-aita_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_aita_greeting-10-card_exchange-aita_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_aita_pain-01-headache-aita_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_aita_pose-14-look_up-aita_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_aita_pose-18-applause-aita_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_aita_sitdown_standup-16-reseat-aita_poses_120_jpos,1500,50.0,0.39466666666666667,0.39466666666666667,30,15,0.5,0.578,9,0.3,0.367333
Eyes_Japan_Dataset_aita_walk-05-backward-aita_poses_120_jpos,1500,50.0,0.051333333333333335,0.051333333333333335,30,20,0.666667,0.854,16,0.533333,0.596
Eyes_Japan_Dataset_aita_walk-23-shuffle_oneleg-aita_poses_120_jpos,1500,50.0,0.422,0.422,30,5,0.166667,0.264667,3,0.1,0.151333
Eyes_Japan_Dataset_hamada_accident-08-damage_rightfoot-hamada_poses_120_jpos,1488,50.0,0.056451612903225805,0.056451612903225805,30,23,0.766667,0.942,17,0.566667,0.692667
Eyes_Japan_Dataset_hamada_gesture_etc-33-watch_here-hamada_poses_120_jpos,1488,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_hamada_gesture_etc-41-mosh-hamada_poses_120_jpos,1488,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_hamada_gesture_etc-48-medium_drum-hamada_poses_120_jpos,1488,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_hamada_pain-03-toothache-hamada_poses_120_jpos,1488,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_hamada_pose-04-drank-hamada_poses_120_jpos,1488,50.0,0.012096774193548387,0.012096774193548387,30,28,0.933333,0.978667,25,0.833333,0.852
Eyes_Japan_Dataset_hamada_throw_toss-14-pass_to_right_heavy-hamada_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_hamada_turn-05-turn-hamada_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_hamada_walk-02-drank-hamada_poses_120_jpos,1500,50.0,0.22466666666666665,0.22466666666666665,30,9,0.3,0.418667,5,0.166667,0.208
Eyes_Japan_Dataset_hamada_walk-10-shoulder_bag-hamada_poses_120_jpos,1500,50.0,0.0026666666666666666,0.0026666666666666666,30,29,0.966667,0.997333,27,0.9,0.930667
Eyes_Japan_Dataset_hamada_walk-17-push_by_back-hamada_poses_120_jpos,1500,50.0,0.01,0.01,30,29,0.966667,0.99,27,0.9,0.923333
Eyes_Japan_Dataset_kaiwa_gesture_etc-01-set_1-kaiwa_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kaiwa_gesture_etc-31-ok-kaiwa_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kaiwa_greeting-05-salute_(chest)-kaiwa_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kaiwa_greeting-07-bow-kaiwa_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kaiwa_jump-03-vertical-kaiwa_poses_120_jpos,1500,50.0,0.156,0.156,30,17,0.566667,0.758667,10,0.333333,0.386
Eyes_Japan_Dataset_kaiwa_pose-18-applause-kaiwa_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kaiwa_walk-24-listless-kaiwa_poses_120_jpos,1480,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,1488,50.0,0.034274193548387094,0.034274193548387094,30,22,0.733333,0.920667,11,0.366667,0.510667
Eyes_Japan_Dataset_kanno_accident-11-fall_down-kanno_poses_120_jpos,1488,50.0,0.1297043010752688,0.1297043010752688,30,17,0.566667,0.785333,8,0.266667,0.313333
Eyes_Japan_Dataset_kanno_accident-13-damage_back-kanno_poses_120_jpos,1488,50.0,0.009408602150537635,0.009408602150537635,30,29,0.966667,0.980667,27,0.9,0.914
Eyes_Japan_Dataset_kanno_gesture_etc-41-mosh-kanno_poses_120_jpos,1681,50.0,0.05056513979773944,0.05056513979773944,34,21,0.617647,0.855882,13,0.382353,0.502941
Eyes_Japan_Dataset_kanno_greeting-03-election-kanno_poses_120_jpos,1687,50.0,0.007113218731475993,0.007113218731475993,34,33,0.970588,0.992941,31,0.911765,0.934118
Eyes_Japan_Dataset_kanno_pose-14-look_up-kanno_poses_120_jpos,1488,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_kawaguchi_gesture_etc-42-hung_over-kawaguchi_poses_120_jpos,897,50.0,0.0,0.0,18,18,1.0,1.0,18,1.0,1.0
Eyes_Japan_Dataset_kawaguchi_throw_toss-17-pass_to_back_light-kawaguchi_poses_120_jpos,996,50.0,0.0,0.0,20,20,1.0,1.0,20,1.0,1.0
Eyes_Japan_Dataset_kudo_gesture_etc-18-eat-kudo_poses_120_jpos,1650,50.0,0.0,0.0,33,33,1.0,1.0,33,1.0,1.0
Eyes_Japan_Dataset_kudo_gesture_etc-45-feel_dizzy_-kudo_poses_250_jpos,1650,50.0,0.0,0.0,33,33,1.0,1.0,33,1.0,1.0
Eyes_Japan_Dataset_kudo_greeting-03-election-kudo_poses_250_jpos,1650,50.0,0.0,0.0,33,33,1.0,1.0,33,1.0,1.0
Eyes_Japan_Dataset_shiono_gesture_etc-10-snip_nail-shiono_poses_120_jpos,1500,50.0,0.058666666666666666,0.058666666666666666,30,26,0.866667,0.941333,22,0.733333,0.808
Eyes_Japan_Dataset_shiono_gesture_etc-33-watch_here-shiono_poses_120_jpos,1500,50.0,0.0,0.0,30,30,1.0,1.0,30,1.0,1.0
Eyes_Japan_Dataset_shiono_gesture_etc-35-west_side-shiono_poses_120_jpos,1500,50.0,0.002,0.002,30,29,0.966667,0.998,27,0.9,0.931333
Eyes_Japan_Dataset_shiono_throw_toss-13-pass_to_right_light-shiono_poses_120_jpos,1417,50.0,0.0,0.0,29,29,1.0,1.0,29,1.0,1.0
Eyes_Japan_Dataset_shiono_throw_toss-19-pass_to_front_light-shiono_poses_120_jpos,1417,50.0,0.0,0.0,29,29,1.0,1.0,29,1.0,1.0
Eyes_Japan_Dataset_takiguchi_throw_toss-13-pass_to_right_light-takiguchi_poses_120_jpos,1199,50.0,0.0,0.0,24,24,1.0,1.0,24,1.0,1.0
Eyes_Japan_Dataset_takiguchi_throw_toss-16-pass_to_left_heavy-takiguchi_poses_120_jpos,1244,50.0,0.0,0.0,25,25,1.0,1.0,25,1.0,1.0
Eyes_Japan_Dataset_takiguchi_turn-01-call-takiguchi_poses_120_jpos,1250,50.0,0.0,0.0,25,25,1.0,1.0,25,1.0,1.0
Eyes_Japan_Dataset_takiguchi_walk-05-backward-takiguchi_poses_120_jpos,1000,50.0,0.01,0.01,20,17,0.85,0.99,12,0.6,0.653
Eyes_Japan_Dataset_yamaoka_tennis-01-forehand-yamaoka_poses_120_jpos,1240,50.0,0.1596774193548387,0.1596774193548387,25,12,0.48,0.744,6,0.24,0.3488
GRAB_s10_cylindermedium_inspect_1,320,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s10_cylindersmall_pass_1,280,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
GRAB_s10_flashlight_on_2,450,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s10_headphones_pass_1,242,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
GRAB_s10_phone_pick_all,912,50.0,0.0,0.0,19,19,1.0,1.0,19,1.0,1.0
GRAB_s10_piggybank_use_1,558,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
GRAB_s10_pyramidlarge_pass_1,330,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s10_pyramidmedium_pick_all,432,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s10_spherelarge_pass_1,248,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
GRAB_s10_spheremedium_pick_all,337,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s10_stamp_pass_1,297,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
GRAB_s1_binoculars_see_1,785,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
GRAB_s1_cubelarge_pass_1,338,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s1_cubemedium_pick_all,1177,50.0,0.0,0.0,24,24,1.0,1.0,24,1.0,1.0
GRAB_s1_cubesmall_pass_1,475,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s1_cubesmall_pick_all,1331,50.0,0.0,0.0,27,27,1.0,1.0,27,1.0,1.0
GRAB_s1_cup_pick_all,1556,50.0,0.0,0.0,32,32,1.0,1.0,32,1.0,1.0
GRAB_s1_cylinderlarge_offhand_1,524,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s1_cylindersmall_offhand_1,416,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s1_eyeglasses_clean_1,728,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
GRAB_s1_eyeglasses_pass_1,439,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s1_hammer_use_3,750,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
GRAB_s1_mouse_offhand_1,362,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s1_mug_drink_2,628,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
GRAB_s1_pyramidlarge_offhand_1,534,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s1_pyramidsmall_inspect_1,423,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s1_scissors_pass_1,431,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s1_stamp_offhand_1,572,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
GRAB_s1_stanfordbunny_pick_all,1565,50.0,0.0,0.0,32,32,1.0,1.0,32,1.0,1.0
GRAB_s1_torusmedium_offhand_1,480,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s1_watch_offhand_1,476,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s2_banana_eat_1,613,50.0,0.0,0.0,13,13,1.0,1.0,13,1.0,1.0
GRAB_s2_camera_pass_1,363,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s2_cubelarge_inspect_1,730,50.0,0.0,0.0,15,15,1.0,1.0,15,1.0,1.0
GRAB_s2_flashlight_on_2,478,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s2_gamecontroller_play_1,430,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s2_hand_inspect_1,484,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s2_hand_pick_all,1109,50.0,0.0,0.0,23,23,1.0,1.0,23,1.0,1.0
GRAB_s2_pyramidlarge_inspect_1,401,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s2_pyramidmedium_pass_1,470,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s2_toruslarge_pick_all,890,50.0,0.0,0.0,18,18,1.0,1.0,18,1.0,1.0
GRAB_s3_airplane_offhand_1,412,50.0,0.03640776699029126,0.03640776699029126,9,7,0.777778,0.882222,6,0.666667,0.771111
GRAB_s3_bowl_drink_1,362,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s3_cylindersmall_pass_1,353,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s3_eyeglasses_offhand_1,494,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s3_hand_pass_1,366,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s3_piggybank_use_1,343,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s3_pyramidmedium_inspect_1,409,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s3_toothbrush_brush_1,323,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s3_toruslarge_inspect_1,446,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s3_torusmedium_inspect_1,456,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s3_train_pick_all,588,50.0,0.0,0.0,12,12,1.0,1.0,12,1.0,1.0
GRAB_s4_banana_pass_1,375,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s4_cubemedium_inspect_1,499,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s4_doorknob_pick_all,888,50.0,0.0,0.0,18,18,1.0,1.0,18,1.0,1.0
GRAB_s4_phone_call_1,532,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s4_spherelarge_pass_1,271,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
GRAB_s4_spherelarge_pick_all,768,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
GRAB_s4_stanfordbunny_pick_all,1040,50.0,0.0,0.0,21,21,1.0,1.0,21,1.0,1.0
GRAB_s4_wineglass_toast_1,258,50.0,0.0,0.0,6,6,1.0,1.0,6,1.0,1.0
GRAB_s5_binoculars_see_1,502,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s5_camera_takepicture_3,388,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s5_cubelarge_inspect_1,433,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s5_cylinderlarge_inspect_1,458,50.0,0.0,0.0,10,10,1.0,1.0,10,1.0,1.0
GRAB_s5_duck_pick_all,1057,50.0,0.0,0.0,22,22,1.0,1.0,22,1.0,1.0
GRAB_s5_toothpaste_pass_1,240,50.0,0.0,0.0,5,5,1.0,1.0,5,1.0,1.0
GRAB_s6_apple_pick_all,978,50.0,0.0,0.0,20,20,1.0,1.0,20,1.0,1.0
GRAB_s6_banana_peel_2,448,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s6_camera_pick_all,779,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
GRAB_s6_cup_pass_1,338,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s6_duck_pass_1,324,50.0,0.0,0.0,7,7,1.0,1.0,7,1.0,1.0
GRAB_s6_eyeglasses_wear_1,515,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s6_hammer_use_1,420,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s6_mug_toast_1,372,50.0,0.0,0.0,8,8,1.0,1.0,8,1.0,1.0
GRAB_s6_phone_call_1,759,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
GRAB_s6_scissors_use_2,518,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
GRAB_s6_spheremedium_pick_all,942,50.0,0.0,0.0,19,19,1.0,1.0,19,1.0,1.0
GRAB_s6_train_pass_1,411,50.0,0.0,0.0,9,9,1.0,1.0,9,1.0,1.0
GRAB_s7_apple_pick_all,800,50.0,0.0,0.0,16,16,1.0,1.0,16,1.0,1.0
GRAB_s7_banana_peel_2,515,50.0,0.0,0.0,11,11,1.0,1.0,11,1.0,1.0
