clip,frames,fps,gap,airborne_frac,infeasible_frac,unsupported_impulse_Ns,unsupported_impulse_per_weight_s,torque_infeasible_frac,max_tau_ratio_p95,sim_infeasible_frac
CMU_105_105_62_poses_120_jpos,770,50.0,0.06,0.0,0.0,74.24000000000001,0.22698046669960184,0.0,0.8,0.0
CMU_106_106_01_poses_60_jpos,61,50.0,0.06,0.14754098360655737,0.14754098360655737,115.43799999999997,0.35293872730157105,0.0,1.15,0.14754098360655737
CMU_106_106_02_poses_60_jpos,93,50.0,0.06,0.0,0.043010752688172046,65.854,0.20134121301233274,0.0,1.0179999999999998,0.043010752688172046
CMU_106_106_03_poses_60_jpos,191,50.0,0.06,0.2774869109947644,0.225130890052356,430.69399999999996,1.3167985604083825,0.0,0.95,0.225130890052356
CMU_106_106_04_poses_60_jpos,455,50.0,0.06,0.1824175824175824,0.10989010989010989,667.558,2.0409836528697847,0.024175824175824177,0.85,0.10989010989010989
CMU_106_106_05_poses_60_jpos,191,50.0,0.06,0.08376963350785341,0.005235602094240838,79.24,0.24226740545900394,0.0,0.865,0.005235602094240838
CMU_106_106_06_poses_60_jpos,542,50.0,0.06,0.06088560885608856,0.00922509225092251,182.97000000000003,0.5594102369615591,0.0,0.89,0.00922509225092251
CMU_106_106_07_poses_60_jpos,248,50.0,0.06,0.5040322580645161,0.4838709677419355,864.0640000000001,2.6417786904407974,0.0,0.96,0.4838709677419355
CMU_106_106_08_poses_60_jpos,275,50.0,0.06,0.2909090909090909,0.2909090909090909,545.13,1.6666737851825695,0.0,0.8830000000000001,0.2909090909090909
CMU_106_106_09_poses_60_jpos,195,50.0,0.06,0.05128205128205128,0.08205128205128205,123.13199999999999,0.37646226866453897,0.0,0.8729999999999998,0.08205128205128205
CMU_106_106_10_poses_60_jpos,422,50.0,0.06,0.035545023696682464,0.061611374407582936,251.35800000000003,0.7684988705371569,0.0,0.81,0.061611374407582936
CMU_106_106_11_poses_60_jpos,571,50.0,0.06,0.01926444833625219,0.01926444833625219,181.07800000000003,0.5536256593350014,0.0,0.735,0.01926444833625219
CMU_106_106_12_poses_60_jpos,473,50.0,0.06,0.03382663847780127,0.03805496828752643,348.038,1.064087118388955,0.0,0.73,0.03805496828752643
CMU_106_106_13_poses_60_jpos,306,50.0,0.06,0.0,0.0,76.264,0.23316861950940782,0.0,0.54,0.0
CMU_106_106_14_poses_60_jpos,480,50.0,0.06,0.16458333333333333,0.16458333333333333,679.582,2.077745683198395,0.0,0.75,0.16458333333333333
CMU_106_106_15_poses_60_jpos,970,50.0,0.06,0.2979381443298969,0.2979381443298969,2190.548,6.697354625106135,0.0,0.64,0.2979381443298969
CMU_106_106_16_poses_60_jpos,249,50.0,0.06,0.0,0.0,2.806,0.008579030031776437,0.0,0.36,0.0
CMU_106_106_17_poses_60_jpos,467,50.0,0.06,0.576017130620985,0.5781584582441114,1833.6260000000002,5.6061056739294735,0.0,0.65,0.5781584582441114
CMU_106_106_18_poses_60_jpos,323,50.0,0.06,0.0,0.0,43.012,0.13150436198388032,0.0,0.59,0.0
CMU_106_106_19_poses_60_jpos,994,50.0,0.06,0.0,0.0,146.92000000000002,0.44919140850627026,0.0,0.79,0.0
CMU_106_106_20_poses_60_jpos,635,50.0,0.06,0.0031496062992125984,0.0031496062992125984,248.62599999999998,0.7601460871990195,0.0,0.56,0.0031496062992125984
CMU_106_106_21_poses_60_jpos,226,50.0,0.06,0.0,0.0,31.029999999999998,0.09487074194084921,0.0,0.62,0.0
CMU_106_106_22_poses_60_jpos,165,50.0,0.06,0.5454545454545454,0.5515151515151515,637.0360000000001,1.9476660639068906,0.0,0.96,0.5515151515151515
CMU_106_106_23_poses_60_jpos,213,50.0,0.06,0.0,0.0,31.98,0.0977752603051356,0.0,0.74,0.0
CMU_106_106_24_poses_60_jpos,216,50.0,0.06,0.0,0.0,76.99000000000001,0.23538828301727296,0.0,0.865,0.0
CMU_106_106_25_poses_60_jpos,511,50.0,0.06,0.0019569471624266144,0.007827788649706457,156.11,0.4772888019460513,0.0,0.805,0.007827788649706457
CMU_106_106_26_poses_60_jpos,331,50.0,0.06,0.14803625377643503,0.22054380664652568,521.6199999999999,1.5947945991358612,0.0,0.805,0.22054380664652568
CMU_106_106_27_poses_60_jpos,462,50.0,0.06,0.0,0.0,36.342000000000006,0.11111158567883797,0.0,0.56,0.0
CMU_106_106_28_poses_60_jpos,295,50.0,0.06,0.03389830508474576,0.03389830508474576,203.10000000000002,0.6209554524069119,0.0,0.82,0.03389830508474576
CMU_106_106_29_poses_60_jpos,971,50.0,0.06,0.0,0.0,170.906,0.5225259111228739,0.0,0.745,0.0
CMU_106_106_30_poses_60_jpos,600,50.0,0.06,0.016666666666666666,0.016666666666666666,340.34999999999997,1.0405819213524985,0.0,0.83,0.016666666666666666
CMU_106_106_31_poses_60_jpos,559,50.0,0.06,0.0,0.0,94.72200000000001,0.2896018826336164,0.0,0.7310000000000002,0.0
CMU_106_106_32_poses_60_jpos,740,50.0,0.06,0.0,0.0,171.18,0.523363635366889,0.0,0.6904999999999994,0.0
CMU_106_106_33_poses_60_jpos,882,50.0,0.06,0.2698412698412698,0.35600907029478457,2079.476,6.357764452729272,0.0,0.63,0.35600907029478457
CMU_106_106_34_poses_60_jpos,261,50.0,0.06,0.038314176245210725,0.019157088122605363,144.026,0.44034332835232837,0.0,0.95,0.019157088122605363
CMU_107_107_01_poses_60_jpos,442,50.0,0.06,0.0,0.0,12.437999999999999,0.03802778885788857,0.0,0.55,0.0
CMU_107_107_02_poses_60_jpos,573,50.0,0.06,0.0,0.0,27.524,0.08415154048275647,0.0,0.5539999999999998,0.0
CMU_107_107_03_poses_60_jpos,427,50.0,0.06,0.0,0.0,22.938000000000002,0.07013036025263292,0.0,0.55,0.0
CMU_107_107_04_poses_60_jpos,363,50.0,0.06,0.0,0.0,19.222,0.0587691073666453,0.0,0.57,0.0
CMU_107_107_05_poses_60_jpos,360,50.0,0.06,0.0,0.0,22.078,0.06750100678601575,0.0,0.57,0.0
CMU_107_107_06_poses_60_jpos,307,50.0,0.06,0.0,0.0,18.478,0.05649441087924627,0.0,0.6,0.0
CMU_107_107_07_poses_60_jpos,429,50.0,0.06,0.19347319347319347,0.1445221445221445,604.3660000000001,1.8477812060529575,0.0,0.5559999999999997,0.1445221445221445
CMU_107_107_08_poses_60_jpos,690,50.0,0.06,0.09710144927536232,0.09710144927536232,526.0920000000001,1.60846723716227,0.0,4.636499999999999,0.09710144927536232
CMU_107_107_09_poses_60_jpos,521,50.0,0.06,0.05758157389635317,0.05758157389635317,244.478,0.7474640428042196,0.0,0.59,0.05758157389635317
CMU_107_107_10_poses_60_jpos,474,50.0,0.06,0.1518987341772152,0.1518987341772152,484.09,1.480050836807789,0.0,0.5234999999999996,0.1518987341772152
CMU_107_107_11_poses_60_jpos,500,50.0,0.06,0.218,0.218,754.64,2.3072270930790344,0.0,0.49049999999999955,0.218
CMU_107_107_12_poses_60_jpos,212,50.0,0.06,0.0,0.0,11.564,0.03535563196274509,0.0,0.4944999999999999,0.0
CMU_107_107_13_poses_60_jpos,179,50.0,0.06,0.0,0.0,5.542,0.01694404292092125,0.0,0.5009999999999999,0.0
CMU_107_107_14_poses_60_jpos,368,50.0,0.06,0.0,0.0,13.098,0.040045664774129644,0.0,0.54,0.0
CMU_108_108_01_poses_120_jpos,301,50.0,0.06,0.0,0.0,13.604000000000001,0.04159270297658114,0.0,0.58,0.0
CMU_108_108_02_poses_120_jpos,477,50.0,0.06,0.0,0.0,87.91600000000003,0.26879330159431836,0.0,0.55,0.0
CMU_108_108_03_poses_120_jpos,511,50.0,0.06,0.0,0.0,78.008,0.2385007037486872,0.0,0.52,0.0
CMU_108_108_04_poses_120_jpos,77,50.0,0.06,0.025974025974025976,0.09090909090909091,100.26400000000001,0.3065459255545377,0.0,1.324,0.09090909090909091
CMU_108_108_05_poses_120_jpos,76,50.0,0.06,0.0,0.06578947368421052,69.71599999999998,0.2131488445100949,0.0,1.1925,0.06578947368421052
CMU_108_108_06_poses_120_jpos,79,50.0,0.06,0.0,0.08860759493670886,88.75400000000002,0.2713553925303942,0.0,1.22,0.08860759493670886
CMU_108_108_07_poses_120_jpos,93,50.0,0.06,0.06451612903225806,0.07526881720430108,100.63,0.3076649294717259,0.0,1.2119999999999997,0.07526881720430108
CMU_108_108_08_poses_120_jpos,94,50.0,0.06,0.010638297872340425,0.06382978723404255,66.36800000000001,0.20291271031679925,0.0,1.2809999999999997,0.06382978723404255
CMU_108_108_09_poses_120_jpos,105,50.0,0.06,0.3333333333333333,0.2571428571428571,272.582,0.8333888681830667,0.0,1.0379999999999998,0.2571428571428571
CMU_108_108_10_poses_120_jpos,99,50.0,0.06,0.1111111111111111,0.10101010101010101,126.57799999999997,0.38699802685751883,0.0,1.003,0.10101010101010101
CMU_108_108_11_poses_120_jpos,102,50.0,0.06,0.0784313725490196,0.09803921568627451,95.84,0.2930200421402187,0.0,0.8984999999999996,0.09803921568627451
CMU_108_108_12_poses_120_jpos,57,50.0,0.06,0.017543859649122806,0.14035087719298245,76.71200000000002,0.23453832922225024,0.0,1.2779999999999998,0.14035087719298245
CMU_108_108_13_poses_120_jpos,65,50.0,0.06,0.06153846153846154,0.12307692307692308,85.17,0.2603977148276548,0.0,1.208,0.12307692307692308
CMU_108_108_14_poses_120_jpos,73,50.0,0.06,0.1095890410958904,0.0958904109589041,83.57399999999998,0.25551812397565365,0.0,1.3119999999999994,0.0958904109589041
CMU_108_108_15_poses_120_jpos,148,50.0,0.06,0.18243243243243243,0.07432432432432433,187.01599999999996,0.5717804278056673,0.0,1.1165000000000003,0.07432432432432433
CMU_108_108_16_poses_120_jpos,147,50.0,0.06,0.16326530612244897,0.06802721088435375,162.92999999999998,0.4981401864138756,0.006802721088435374,1.1439999999999997,0.06802721088435375
CMU_108_108_17_poses_120_jpos,96,50.0,0.06,0.10416666666666667,0.041666666666666664,104.342,0.319013952806706,0.0,1.2075,0.041666666666666664
CMU_108_108_18_poses_120_jpos,103,50.0,0.06,0.1941747572815534,0.14563106796116504,190.04,0.5810259683673537,0.0,1.168999999999999,0.14563106796116504
CMU_108_108_19_poses_120_jpos,106,50.0,0.06,0.1509433962264151,0.08490566037735849,106.22200000000002,0.3247618417802412,0.0,1.2325,0.08490566037735849
CMU_108_108_20_poses_120_jpos,116,50.0,0.06,0.12931034482758622,0.05172413793103448,116.084,0.3549137997892859,0.0,1.165,0.05172413793103448
CMU_108_108_21_poses_120_jpos,207,50.0,0.06,0.0,0.014492753623188406,70.40799999999999,0.2152645568343961,0.0,0.8509999999999996,0.014492753623188406
CMU_108_108_22_poses_120_jpos,193,50.0,0.06,0.0,0.031088082901554404,73.24600000000001,0.22394142327423272,0.0,0.8679999999999995,0.031088082901554404
CMU_108_108_23_poses_120_jpos,277,50.0,0.06,0.3935018050541516,0.40794223826714804,808.9080000000001,2.4731454115980807,0.0036101083032490976,0.84,0.40794223826714804
CMU_108_108_24_poses_120_jpos,221,50.0,0.06,0.24434389140271492,0.28054298642533937,429.61599999999993,1.3135026964118555,0.0,0.86,0.28054298642533937
CMU_108_108_25_poses_120_jpos,255,50.0,0.06,0.4,0.3686274509803922,715.8380000000001,2.188594333530571,0.011764705882352941,4.373,0.3686274509803922
CMU_108_108_26_poses_120_jpos,230,50.0,0.06,0.4652173913043478,0.45217391304347826,750.854,2.2956518230504157,0.0,4.565999999999998,0.45217391304347826
CMU_108_108_27_poses_120_jpos,175,50.0,0.06,0.26285714285714284,0.26857142857142857,380.4,1.163030300815309,0.0,1.0049999999999992,0.26857142857142857
CMU_108_108_28_poses_120_jpos,151,50.0,0.06,0.0728476821192053,0.09271523178807947,179.806,0.5497366621146096,0.0,1.03,0.09271523178807947
CMU_10_10_01_poses_120_jpos,334,50.0,0.06,0.04491017964071856,0.03293413173652695,119.666,0.3658653627165214,0.0,0.7174999999999983,0.03293413173652695
CMU_10_10_02_poses_120_jpos,246,50.0,0.06,0.016260162601626018,0.016260162601626018,104.208,0.3186042628479542,0.0,0.77,0.016260162601626018
CMU_10_10_03_poses_120_jpos,151,50.0,0.06,0.1986754966887417,0.152317880794702,273.82,0.8371739142198946,0.0,0.84,0.152317880794702
CMU_10_10_04_poses_120_jpos,229,50.0,0.06,0.0,0.0,25.488,0.07792669901992796,0.0,0.6319999999999999,0.0
CMU_10_10_05_poses_120_jpos,182,50.0,0.06,0.06593406593406594,0.054945054945054944,170.53199999999998,0.5213824481036705,0.0,0.8194999999999999,0.054945054945054944
CMU_111_111_01_poses_120_jpos,416,50.0,0.06,0.0,0.0,84.77,0.2591747597269026,0.0,0.4925,0.0
CMU_111_111_02_poses_120_jpos,176,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.4725,0.0
CMU_111_111_03_poses_120_jpos,635,50.0,0.06,0.25826771653543307,0.25826771653543307,1136.172,3.4737183568294716,0.0,4.353,0.25826771653543307
CMU_111_111_04_poses_120_jpos,303,50.0,0.06,0.0,0.0,185.25799999999998,0.5664055401378616,0.0,0.38,0.0
CMU_111_111_05_poses_120_jpos,386,50.0,0.06,0.08290155440414508,0.08290155440414508,359.9,1.1003538519017606,0.0,0.42,0.08290155440414508
CMU_111_111_09_poses_120_jpos,327,50.0,0.06,0.5045871559633027,0.5045871559633027,1159.5159999999998,3.545090016509369,0.0,0.5669999999999998,0.5045871559633027
CMU_111_111_10_poses_120_jpos,187,50.0,0.06,0.37967914438502676,0.37967914438502676,543.378,1.661317241841275,0.0,0.6039999999999998,0.37967914438502676
CMU_111_111_11_poses_120_jpos,238,50.0,0.06,0.46218487394957986,0.46218487394957986,745.2639999999999,2.2785610255174036,0.0,0.29,0.46218487394957986
CMU_111_111_13_poses_120_jpos,534,50.0,0.06,0.5692883895131086,0.5692883895131086,2150.866,6.576031364336015,0.0,0.51,0.5692883895131086
CMU_111_111_14_poses_120_jpos,537,50.0,0.06,0.00186219739292365,0.00186219739292365,190.65800000000002,0.5829154339980157,0.0,0.62,0.00186219739292365
CMU_111_111_15_poses_120_jpos,112,50.0,0.06,0.0,0.0,10.87,0.033233804862940086,0.0,0.44,0.0
CMU_111_111_17_poses_120_jpos,235,50.0,0.06,0.0,0.0,29.948,0.0915626483933146,0.0,0.73,0.0
CMU_111_111_18_poses_120_jpos,225,50.0,0.06,0.3022222222222222,0.3022222222222222,509.342,1.5572559923182734,0.0,0.66,0.3022222222222222
CMU_111_111_19_poses_120_jpos,427,50.0,0.06,0.0585480093676815,0.06791569086651054,278.56399999999996,0.8516781617148153,0.0,0.4,0.06791569086651054
CMU_111_111_20_poses_120_jpos,441,50.0,0.06,0.0,0.0,150.346,0.4596660189442126,0.036281179138321996,0.93,0.0
CMU_111_111_23_poses_120_jpos,470,50.0,0.06,0.4723404255319149,0.4723404255319149,1576.532,4.820069627247531,0.0,0.41,0.4723404255319149
CMU_111_111_24_poses_120_jpos,359,50.0,0.06,0.17270194986072424,0.17270194986072424,573.158,1.7523662490922738,0.0,0.58,0.17270194986072424
CMU_111_111_25_poses_120_jpos,121,50.0,0.06,0.0,0.0,3.618,0.011061628886303333,0.0,0.36,0.0
CMU_111_111_26_poses_120_jpos,1134,50.0,0.06,0.03791887125220458,0.03791887125220458,646.4060000000001,1.9763137871420102,0.0,0.32,0.03791887125220458
CMU_111_111_27_poses_120_jpos,605,50.0,0.06,0.6214876033057851,0.6214876033057851,2514.2200000000003,7.686945433532772,0.0,0.34,0.6214876033057851
CMU_111_111_28_poses_120_jpos,795,50.0,0.06,0.0,0.0,6.7540000000000004,0.020649596876200306,0.0,0.44,0.0
CMU_111_111_29_poses_120_jpos,227,50.0,0.06,0.004405286343612335,0.01762114537444934,80.48,0.24605856627133563,0.0,0.5969999999999999,0.01762114537444934
CMU_111_111_30_poses_120_jpos,193,50.0,0.06,0.0,0.0,54.806,0.1675631931295579,0.0,0.42,0.0
CMU_111_111_31_poses_120_jpos,936,50.0,0.06,0.4893162393162393,0.4893162393162393,3107.224,9.499988599948864,0.0,0.45,0.4893162393162393
CMU_111_111_32_poses_120_jpos,312,50.0,0.06,0.0,0.0,13.898,0.042491574975633974,0.07371794871794872,2.202499999999995,0.0
CMU_111_111_33_poses_120_jpos,862,50.0,0.06,0.04640371229698376,0.04640371229698376,575.308,1.7589396327588163,0.0,0.52,0.04640371229698376
CMU_111_111_34_poses_120_jpos,765,50.0,0.06,0.1084967320261438,0.1084967320261438,751.58,2.297871486558281,0.0,0.61,0.1084967320261438
CMU_111_111_35_poses_120_jpos,626,50.0,0.06,0.15335463258785942,0.15335463258785942,859.6600000000001,2.6283139547815155,0.0,0.53,0.15335463258785942
CMU_111_111_36_poses_120_jpos,610,50.0,0.06,0.01639344262295082,0.01639344262295082,287.182,0.8780267293605207,0.0,0.51,0.01639344262295082
CMU_111_111_37_poses_120_jpos,135,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.3,0.0
CMU_111_111_39_poses_120_jpos,1706,50.0,0.06,0.6987104337631888,0.7579132473622509,8797.634000000002,26.897778437126682,0.005861664712778429,0.63,0.7579132473622509
CMU_111_111_40_poses_120_jpos,128,50.0,0.06,0.1484375,0.1484375,218.648,0.6684917171731485,0.0,0.41949999999999976,0.1484375
CMU_113_113_01_poses_120_jpos,348,50.0,0.06,0.3706896551724138,0.3706896551724138,958.0999999999999,2.929283205076623,0.0,0.66,0.3706896551724138
CMU_113_113_02_poses_120_jpos,220,50.0,0.06,0.0,0.0,0.03,9.172163255641237e-05,0.0,0.51,0.0
CMU_113_113_03_poses_120_jpos,202,50.0,0.06,0.0,0.0,55.888,0.1708712866770925,0.0,0.39,0.0
CMU_113_113_04_poses_120_jpos,404,50.0,0.06,0.44554455445544555,0.44554455445544555,1298.026,3.9685687940223247,0.0,0.7084999999999996,0.44554455445544555
CMU_113_113_05_poses_120_jpos,1108,50.0,0.06,0.06678700361010831,0.06678700361010831,952.534,2.912265784849657,0.0,0.74,0.06678700361010831
CMU_113_113_06_poses_120_jpos,844,50.0,0.06,0.5545023696682464,0.5545023696682464,3253.1040000000003,9.946000325193179,0.0,0.65,0.5545023696682464
CMU_113_113_07_poses_120_jpos,243,50.0,0.06,0.6213991769547325,0.6172839506172839,1039.354,3.177708189467915,0.0,0.31,0.6172839506172839
CMU_113_113_09_poses_120_jpos,499,50.0,0.06,0.4749498997995992,0.48697394789579157,1775.868,5.429517072156364,0.0,1.0009999999999997,0.48697394789579157
CMU_113_113_10_poses_120_jpos,556,50.0,0.06,0.2733812949640288,0.2733812949640288,1167.0059999999999,3.567989850770953,0.0,0.67,0.2733812949640288
CMU_113_113_11_poses_120_jpos,116,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.48,0.0
CMU_113_113_12_poses_120_jpos,165,50.0,0.06,0.0,0.0,3.266,0.009985428397641428,0.0,0.33799999999999986,0.0
CMU_113_113_13_poses_120_jpos,560,50.0,0.06,0.24464285714285713,0.24642857142857144,1085.9479999999999,3.3201641143790304,0.0,0.6404999999999995,0.24642857142857144
CMU_113_113_15_poses_120_jpos,397,50.0,0.06,0.4534005037783375,0.4534005037783375,1315.15,4.020923501885525,0.0,0.59,0.4534005037783375
CMU_113_113_16_poses_120_jpos,291,50.0,0.06,0.0,0.0,0.408,0.0012474142027672085,0.0,0.28,0.0
CMU_113_113_17_poses_120_jpos,773,50.0,0.06,0.5873221216041398,0.5912031047865459,3117.51,9.531436890364706,0.0,0.68,0.5912031047865459
CMU_113_113_18_poses_120_jpos,915,50.0,0.06,0.6808743169398908,0.6939890710382514,4314.142,13.190004910672869,0.0,0.32,0.6939890710382514
CMU_113_113_19_poses_120_jpos,335,50.0,0.06,0.5492537313432836,0.5492537313432836,1276.578,3.9029939415199935,0.0,0.6730000000000002,0.5492537313432836
CMU_113_113_20_poses_120_jpos,603,50.0,0.06,0.615257048092869,0.615257048092869,2503.094,7.652928937405349,0.0,0.6459999999999991,0.615257048092869
CMU_113_113_21_poses_120_jpos,570,50.0,0.06,0.0,0.0,315.952,0.9659877749821202,0.0,0.34,0.0
CMU_113_113_22_poses_120_jpos,497,50.0,0.06,0.5674044265593562,0.5714285714285714,1953.1019999999999,5.971390132973138,0.0,0.7119999999999999,0.5714285714285714
CMU_113_113_23_poses_120_jpos,421,50.0,0.06,0.0,0.0,11.208,0.03426720192307567,0.028503562945368172,0.43,0.0
CMU_113_113_24_poses_120_jpos,460,50.0,0.06,0.017391304347826087,0.021739130434782608,284.88,0.8709886227556921,0.0,0.7,0.021739130434782608
CMU_113_113_25_poses_120_jpos,287,50.0,0.06,0.27526132404181186,0.27526132404181186,606.8720000000001,1.8554430197591698,0.0,0.7669999999999999,0.27526132404181186
CMU_113_113_26_poses_120_jpos,548,50.0,0.06,0.18065693430656934,0.18065693430656934,849.484,2.597201977018381,0.0,0.6864999999999998,0.18065693430656934
CMU_113_113_27_poses_120_jpos,149,50.0,0.06,0.0,0.0,0.038000000000000006,0.00011618073457145568,0.0,0.28,0.0
CMU_114_114_01_poses_120_jpos,134,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.21,0.0
CMU_114_114_03_poses_120_jpos,1588,50.0,0.06,0.04408060453400504,0.04408060453400504,645.392,1.9732135959616033,0.02644836272040302,0.63,0.04408060453400504
CMU_114_114_04_poses_120_jpos,373,50.0,0.06,0.2359249329758713,0.2359249329758713,624.7240000000002,1.910023505905739,0.0,0.61,0.2359249329758713
CMU_114_114_05_poses_120_jpos,1135,50.0,0.06,0.2960352422907489,0.34185022026431716,3037.272,9.286118211929324,0.0,0.54,0.34185022026431716
CMU_114_114_06_poses_120_jpos,426,50.0,0.06,0.3967136150234742,0.4154929577464789,1168.084,3.57128571476748,0.0,0.525,0.4154929577464789
CMU_114_114_07_poses_120_jpos,675,50.0,0.06,0.522962962962963,0.522962962962963,2411.808,7.373832239087195,0.0,0.61,0.522962962962963
CMU_114_114_08_poses_120_jpos,670,50.0,0.06,0.564179104477612,0.564179104477612,2552.8759999999997,7.805131814469461,0.0,0.57,0.564179104477612
CMU_114_114_09_poses_120_jpos,949,50.0,0.06,0.41938883034773444,0.41938883034773444,2734.9179999999997,8.361704795597277,0.0,0.6359999999999991,0.41938883034773444
CMU_114_114_10_poses_120_jpos,3358,50.0,0.06,0.01786777843954735,0.01786777843954735,3529.6760000000004,10.791588170506248,0.0,0.8,0.01786777843954735
CMU_114_114_12_poses_120_jpos,468,50.0,0.06,0.0,0.0,5.550000000000001,0.016968502022936288,0.0,0.51,0.0
CMU_114_114_13_poses_120_jpos,1305,50.0,0.06,0.0,0.0,159.07000000000002,0.4863386696916173,0.0,0.63,0.0
CMU_114_114_14_poses_120_jpos,2439,50.0,0.06,0.0,0.0,231.17800000000003,0.70680078570421,0.0,0.64,0.0
CMU_114_114_15_poses_120_jpos,577,50.0,0.06,0.0,0.0,36.796,0.11249963971819166,0.0,0.67,0.0
CMU_114_114_16_poses_120_jpos,720,50.0,0.06,0.04027777777777778,0.0625,339.73600000000005,1.0387046852728439,0.0,3.4424999999999977,0.058333333333333334
CMU_115_115_01_poses_60_jpos,390,50.0,0.06,0.0,0.0,63.284,0.19348372649000006,0.0,0.72,0.0
CMU_115_115_02_poses_60_jpos,333,50.0,0.06,0.08708708708708708,0.08708708708708708,256.67,0.7847397142751456,0.0,0.71,0.08708708708708708
CMU_115_115_03_poses_60_jpos,376,50.0,0.06,0.05585106382978723,0.05585106382978723,207.48399999999998,0.6343590403111555,0.0,0.7424999999999999,0.05585106382978723
CMU_115_115_04_poses_60_jpos,317,50.0,0.06,0.07570977917981073,0.07570977917981073,218.15,0.6669691380727121,0.0,0.68,0.07570977917981073
CMU_115_115_05_poses_60_jpos,487,50.0,0.06,0.07597535934291581,0.07597535934291581,317.90200000000004,0.9719496810982868,0.0,0.68,0.07597535934291581
CMU_115_115_06_poses_60_jpos,297,50.0,0.06,0.2053872053872054,0.2053872053872054,460.72400000000005,1.4086119145973512,0.0,0.52,0.2053872053872054
CMU_115_115_07_poses_60_jpos,346,50.0,0.06,0.19653179190751446,0.19653179190751446,511.23199999999997,1.563034455169327,0.0,0.53,0.19653179190751446
CMU_115_115_08_poses_60_jpos,405,50.0,0.06,0.17530864197530865,0.17530864197530865,536.9420000000001,1.6416398942701724,0.0,0.5,0.17530864197530865
CMU_115_115_09_poses_60_jpos,332,50.0,0.06,0.21385542168674698,0.21385542168674698,541.806,1.656511028295319,0.0,0.49,0.21385542168674698
CMU_115_115_10_poses_60_jpos,305,50.0,0.06,0.06885245901639345,0.06885245901639345,222.72400000000002,0.6809536296498131,0.0,0.6780000000000002,0.06885245901639345
CMU_118_118_01_poses_120_jpos,298,50.0,0.06,0.1610738255033557,0.10738255033557047,326.09400000000005,0.9969958015616913,0.0,0.5219999999999981,0.10738255033557047
CMU_118_118_02_poses_120_jpos,285,50.0,0.06,0.1649122807017544,0.0912280701754386,249.582,0.7630689498898172,0.0,0.5820000000000004,0.0912280701754386
CMU_118_118_03_poses_120_jpos,207,50.0,0.06,0.05314009661835749,0.0,36.818,0.11256690224873303,0.0,0.41,0.0
CMU_118_118_04_poses_120_jpos,269,50.0,0.06,0.05204460966542751,0.0,28.774,0.087973275172607,0.0,0.39,0.0
CMU_118_118_05_poses_120_jpos,295,50.0,0.06,0.15593220338983052,0.0847457627118644,231.67200000000003,0.708311135253639,0.0,0.5930000000000001,0.0847457627118644
CMU_118_118_06_poses_120_jpos,226,50.0,0.06,0.04424778761061947,0.0,24.058,0.07355463453473897,0.0,0.4525,0.0
CMU_118_118_07_poses_120_jpos,290,50.0,0.06,0.04482758620689655,0.0,26.125999999999998,0.07987731240562766,0.0,0.40100000000000025,0.0
CMU_118_118_08_poses_120_jpos,268,50.0,0.06,0.05970149253731343,0.0037313432835820895,46.186,0.14120851070834875,0.0,0.4964999999999998,0.0037313432835820895
CMU_118_118_09_poses_120_jpos,200,50.0,0.06,0.085,0.005,41.096,0.12564640705127744,0.0,0.4919999999999993,0.005
CMU_118_118_10_poses_120_jpos,218,50.0,0.06,0.06422018348623854,0.009174311926605505,44.864000000000004,0.13716664410036283,0.0,0.49149999999999977,0.009174311926605505
CMU_118_118_11_poses_120_jpos,288,50.0,0.06,0.10416666666666667,0.04513888888888889,134.85399999999998,0.41230096789208115,0.0,0.5929999999999995,0.04513888888888889
CMU_118_118_12_poses_120_jpos,295,50.0,0.06,0.04745762711864407,0.0,45.73800000000001,0.13983880099550636,0.0,0.59,0.0
CMU_118_118_13_poses_120_jpos,284,50.0,0.06,0.06338028169014084,0.01056338028169014,55.932,0.17100581173817525,0.0,0.535499999999999,0.01056338028169014
CMU_118_118_14_poses_120_jpos,319,50.0,0.06,0.09090909090909091,0.02821316614420063,136.058,0.41598206274534516,0.0,0.5009999999999997,0.02821316614420063
CMU_118_118_15_poses_120_jpos,267,50.0,0.06,0.0599250936329588,0.011235955056179775,75.95,0.23220859975531732,0.0,0.6269999999999999,0.011235955056179775
CMU_118_118_16_poses_120_jpos,276,50.0,0.06,0.08695652173913043,0.036231884057971016,117.106,0.35803845007170765,0.0,0.7224999999999999,0.036231884057971016
CMU_118_118_17_poses_120_jpos,269,50.0,0.06,0.16356877323420074,0.08921933085501858,257.43399999999997,0.7870755585175822,0.0,0.7099999999999997,0.08921933085501858
CMU_118_118_18_poses_120_jpos,247,50.0,0.06,0.07692307692307693,0.032388663967611336,118.78399999999999,0.36316874671936294,0.0,0.5,0.032388663967611336
CMU_118_118_19_poses_120_jpos,255,50.0,0.06,0.07450980392156863,0.03137254901960784,113.118,0.3458455877172085,0.0,0.4819999999999993,0.03137254901960784
CMU_118_118_20_poses_120_jpos,233,50.0,0.06,0.0944206008583691,0.02575107296137339,74.378,0.22740238620936132,0.0,0.73,0.02575107296137339
